metabolite_key,dossier_id,metabolite_id,name_raw,congener_or_variant_raw,formula,structure_id,chemical_role_raw,bioactivity_raw,recovery_location_raw,identification_level_raw,source_ids,note,source_row
M4-FUNG-0535:M002,M4-FUNG-0535,M002,emindole DB,DES-core congener,NR,NMR/MS identified,DesB-dependent congener,,,,,,116
M4-FUNG-0536:M001,M4-FUNG-0536,M001,cordypyrone A,principal product,C22H28O3,1D/2D NMR,heterologous pathway product,,,,,,114
M4-FUNG-0536:M002,M4-FUNG-0536,M002,cordypyrone B,oxidized congener,C22H28O4,1D/2D NMR,heterologous pathway product,,,,,,115
M4-FUNG-0537:M001,M4-FUNG-0537,M001,biruloquinone,native principal product,NR,NMR-characterized,candidate cluster product,,,,,,114
M4-FUNG-0538:M001,M4-FUNG-0538,M001,ferricrocin,native principal product,NR,purified/standard-confirmed,SidC product,,,,,,114
M4-FUNG-0538:M002,M4-FUNG-0538,M002,ferrichrome,substrate-dependent SidC variant product,NR,chemical-standard confirmed,in-vitro/heterologous variant,,,,,,115
M4-FUNG-0539:M001,M4-FUNG-0539,M001,radicicol,native principal product,NR,known/NMR-characterized,candidate cluster endpoint,,,,,,114
M4-FUNG-0539:M002,M4-FUNG-0539,M002,monocillin I,native intermediate/congener,NR,known metabolite,RADS-family congener,,,,,,115
M4-FUNG-0539:M003,M4-FUNG-0539,M003,monocillin II,native congener,NR,known metabolite,RADS-family congener,,,,,,116
M4-FUNG-0539:M004,M4-FUNG-0539,M004,monocillin III,native congener,NR,known metabolite,RADS-family congener,,,,,,117
M4-FUNG-0540:M001,M4-FUNG-0540,M001,arthripenoid C,major bioactive congener,C30H44O9,NMR/X-ray/HRMS,atn-pathway congener,,,,,,114
M4-FUNG-0540:M002,M4-FUNG-0540,M002,arthripenoid B,enzymatic late-pathway product,C30H46O9,NMR/X-ray/HRMS,precursor to diversified congeners,,,,,,115
M4-FUNG-0540:M003,M4-FUNG-0540,M003,arthripenoids A/D/E/F,diversified congeners,various,spectroscopically characterized,late/spontaneous diversification products,,,,,,116
M4-FUNG-0541:M001,M4-FUNG-0541,M001,fumonisin B2,native product,NR,analytically identified,fum-cluster-associated mycotoxin,,,,,,114
M4-FUNG-0541:M002,M4-FUNG-0541,M002,fumonisin B4,native congener,NR,analytically identified,fum-cluster-associated mycotoxin,,,,,,115
M4-FUNG-0542:M001,M4-FUNG-0542,M001,(-)-antrocin,native endpoint,NR,NMR/structural support,anc pathway endpoint,,,,,,114
M4-FUNG-0542:M002,M4-FUNG-0542,M002,(+)-isoantrocin,congener,NR,NMR/structural support,anc-associated congener,,,,,,115
M4-FUNG-0542:M003,M4-FUNG-0542,M003,(R)-trans-gamma-monocyclofarnesol,AncA product,NR,enzyme-product characterized,cyclofarnesoid product,,,,,,116
M4-FUNG-0542:M004,M4-FUNG-0542,M004,(+)-albicanol,AncC product/intermediate,NR,enzyme-product characterized,drimane precursor,,,,,,117
M4-FUNG-0543:M001,M4-FUNG-0543,M001,naringenin,principal product from p-coumaric acid,C15H12O5,NMR/MS characterized,FnsA product,,,,,,114
M4-FUNG-0543:M002,M4-FUNG-0543,M002,naringenin chalcone,p-hydroxybenzoic-acid-derived route product,C15H12O5,NMR/MS characterized,FnsA product,,,,,,115
M4-FUNG-0544:M001,M4-FUNG-0544,M001,6'-O-demethyl-dihydroaustalide K,early cyclized intermediate,NR,NMR characterized,ast pathway intermediate,,,,,,114
M4-FUNG-0544:M002,M4-FUNG-0544,M002,austalide V,intermediate/congener,NR,NMR characterized,ast pathway congener,,,,,,115
M4-FUNG-0544:M003,M4-FUNG-0544,M003,austalide K,intermediate/congener,NR,NMR characterized,ast pathway congener,,,,,,116
M4-FUNG-0544:M004,M4-FUNG-0544,M004,13-deacetoxyaustalide I,late-pathway intermediate,NR,chemical/in-vitro substrate,AstI substrate,,,,,,117
M4-FUNG-0544:M005,M4-FUNG-0544,M005,13-O-deacetylaustalide I,AstI product,NR,NMR characterized,late intermediate,,,,,,118
M4-FUNG-0544:M006,M4-FUNG-0544,M006,austalide U (paper austalide T nomenclature context),AstB product,NR,NMR characterized,hemiacetal/orthoester precursor,,,,,,119
M4-FUNG-0544:M007,M4-FUNG-0544,M007,austalide B,AstL product,NR,NMR characterized,orthoester product,,,,,,120
M4-FUNG-0544:M008,M4-FUNG-0544,M008,austalide F,AstK endpoint,NR,NMR/standard-confirmed,late endpoint,,,,,,121
M4-FUNG-0545:M001,M4-FUNG-0545,M001,prelecanindole,SES core product,NR,LC-MS/NMR support,sesE/M/B product,,,,,,114
M4-FUNG-0545:M002,M4-FUNG-0545,M002,lecanindole B,IST congener,NR,NMR/LC-MS,SES pathway product,,,,,,115
M4-FUNG-0545:M003,M4-FUNG-0545,M003,sespendole,indole-terpenoid congener,NR,NMR/LC-MS,cross-cluster/tailored product,,,,,,116
M4-FUNG-0545:M004,M4-FUNG-0545,M004,trans-cyclosespendole,indole-terpenoid congener,NR,NMR/LC-MS,cross-cluster/tailored product,,,,,,117
M4-FUNG-0545:M005,M4-FUNG-0545,M005,16-prenyllecanindole B,prenylated congener,NR,LC-MS/NMR,cross-cluster/tailored product,,,,,,118
M4-FUNG-0545:M006,M4-FUNG-0545,M006,"16,17-diprenyllecanindole B",diprenylated congener,NR,LC-MS/NMR,cross-cluster/tailored product,,,,,,119
M4-FUNG-0546:M001,M4-FUNG-0546,M001,gyrophoric acid,principal native metabolite,C24H20O10,chemical identification,candidate PKS16-cluster product,,,,,,114
M4-FUNG-0546:M002,M4-FUNG-0546,M002,umbilicaric acid,related species/congener context,NR,native chemistry,comparative cluster-associated metabolite,,,,,,115
M4-FUNG-0546:M003,M4-FUNG-0546,M003,hiascic acid,related species/congener context,NR,native chemistry,comparative cluster-associated metabolite,,,,,,116
M4-FUNG-0546:M004,M4-FUNG-0546,M004,lecanoric compounds,comparative congener context,NR,native chemistry,comparative context,,,,,,117
M4-FUNG-0557:M001,M4-FUNG-0557,M001,Oxopyrrolidine A,principal product,NR,NMR/ECD-characterized,opd-cluster product,,,,,,114
M4-FUNG-0557:M002,M4-FUNG-0557,M002,Oxopyrrolidine B,congener,NR,NMR/ECD-characterized,opd-cluster product,,,,,,115
M4-FUNG-0558:M001,M4-FUNG-0558,M001,cycloaspeptide A,major native product,NR,NMR-confirmed,PscyA/PscyB product,,,,,,114
M4-FUNG-0558:M002,M4-FUNG-0558,M002,cycloaspeptide E,minor product,NR,NMR-confirmed after heterologous yield increase,PscyA/PscyB product,,,,,,115
M4-FUNG-0559:M001,M4-FUNG-0559,M001,cyclopenol,VdoD product,NR,isolated/characterized,viridicatol precursor,,,,,,114
M4-FUNG-0559:M002,M4-FUNG-0559,M002,viridicatol,principal endpoint,NR,isolated/characterized,vdo-cluster product,,,,,,115
M4-FUNG-0559:M003,M4-FUNG-0559,M003,viridicatin,related quinolinone,NR,known compound,tested alternate precursor,,,,,,116
M4-FUNG-0560:M001,M4-FUNG-0560,M001,ilicicolinal,native product,NR,MS/MS-supported,candidate locus product,,,,,,114
M4-FUNG-0560:M002,M4-FUNG-0560,M002,ilicicolinic acid A,native congener,NR,MS/MS-supported,candidate locus product,,,,,,115
M4-FUNG-0561:M001,M4-FUNG-0561,M001,"(2S,9S)-annullatin D",BBE-like enzyme product,NR,NMR-characterized,pathway endpoint,,,,,,114
M4-FUNG-0562:M001,M4-FUNG-0562,M001,Rasfonin,principal product,NR,NMR-verified standard / LC-HRMS,Rsf1-cluster product,,,,,,114
M4-FUNG-0563:M001,M4-FUNG-0563,M001,Eupenifeldin,principal native product,NR,NMR-characterized,eup2-associated product,,,,,,114
M4-FUNG-0563:M002,M4-FUNG-0563,M002,Noreupenifeldin B,congener,NR,NMR/LC-MS,eup2-associated congener,,,,,,115
M4-FUNG-0564:M001,M4-FUNG-0564,M001,unguidepside A,dual-PKS precursor,NR,heterologous/NMR-supported precursor,dual-PKS depside precursor,,,,,,114
M4-FUNG-0564:M002,M4-FUNG-0564,M002,nornidulin,terminal triple-halogenated product,NR,NMR-characterized,terminal multiply halogenated depsidone,,,,,,115
M4-FUNG-0565:M001,M4-FUNG-0565,M001,Macrollin A,new natural product,NR,NMR-characterized,mac-cluster product,,,,,,114
M4-FUNG-0565:M002,M4-FUNG-0565,M002,Macrollins B-D,congener family,NR,NMR-characterized,mac-cluster products,,,,,,115
M4-FUNG-0566:M001,M4-FUNG-0566,M001,sclerotiorin,native azaphilone,NR,MS/MS/annotation,candidate-locus product,,,,,,114
M4-FUNG-0566:M002,M4-FUNG-0566,M002,isochromophilone I,native congener,NR,MS/MS/annotation,candidate-locus product,,,,,,115
M4-FUNG-0567:M001,M4-FUNG-0567,M001,fumicicolin A,primary database product,NR,NMR/synthetic-standard supported,CrmA-dependent mannitol ester,,,,,,114
M4-FUNG-0567:M002,M4-FUNG-0567,M002,fumicicolin B,congener,NR,MS/MS-supported,CrmA-dependent congener,,,,,,115
M4-FUNG-0567:M003,M4-FUNG-0567,M003,(S)-2-isocyanoisovaleric acid,valine isocyanide precursor,NR,synthetic-standard confirmed,CrmA-derived reactive building block,,,,,,116
M4-FUNG-0567:M004,M4-FUNG-0567,M004,N-formylvaline,hydration/formyl derivative,NR,NMR/MS-supported,CrmA-derived pathway intermediate/product,,,,,,117
M4-FUNG-0568:M001,M4-FUNG-0568,M001,terrestric acid,terminal product,NR,NMR-supported,acyltetronate product,,,,,,114
M4-FUNG-0568:M002,M4-FUNG-0568,M002,crustosic acid,immediate precursor,NR,NMR/MS-supported,TraH/TraD substrate precursor,,,,,,115
M4-FUNG-0568:M003,M4-FUNG-0568,M003,carboxylcrustic acid,pathway intermediate,NR,MS/NMR-supported,biosynthetic intermediate,,,,,,116
M4-FUNG-0568:M004,M4-FUNG-0568,M004,viridicatic acid,pathway intermediate,NR,MS/NMR-supported,biosynthetic intermediate,,,,,,117
M4-FUNG-0569:M001,M4-FUNG-0569,M001,soppiline A,alkylresorcinol congener A,NR,NMR-supported,heterologous pathway product,,,,,,114
M4-FUNG-0569:M002,M4-FUNG-0569,M002,soppiline B,alkylresorcinol congener B,NR,NMR-supported,heterologous pathway product,,,,,,115
M4-FUNG-0569:M003,M4-FUNG-0569,M003,soppiline C,alkylresorcinol congener C,NR,NMR-supported,heterologous pathway product,,,,,,116
M4-FUNG-0570:M001,M4-FUNG-0570,M001,germacradienol,sole GdlS product,NR,GC-MS/NMR-supported,sesquiterpene alcohol,,,,,,114
M4-FUNG-0570:M002,M4-FUNG-0570,M002,geosmin,proposed downstream odorant,NR,NF in tested native cultures,unconfirmed downstream product,,,,,,115
M4-FUNG-0571:M001,M4-FUNG-0571,M001,prehelminthosporol,terminal demonstrated product,NR,NMR-supported,oxidized sativene product,,,,,,114
M4-FUNG-0571:M002,M4-FUNG-0571,M002,sativene,SatA product,NR,analytically supported,sesquiterpene precursor,,,,,,115
M4-FUNG-0571:M003,M4-FUNG-0571,M003,seco-sativene intermediates,SatB oxidation/cleavage products,NR,analytical pathway evidence,biosynthetic intermediates,,,,,,116
M4-FUNG-0572:M001,M4-FUNG-0572,M001,beauvericin,canonical product,NR,LC-MS/NMR literature-supported,NRPS cyclodepsipeptide,,,,,,114
M4-FUNG-0573:M001,M4-FUNG-0573,M001,malpibaldin A,congener A,NR,NMR/Marfey-supported,cyclic pentapeptide,,,,,,114
M4-FUNG-0573:M002,M4-FUNG-0573,M002,malpibaldin B,Trp-containing congener,NR,NMR/Marfey-supported,cyclic pentapeptide,,,,,,115
M4-FUNG-0573:M003,M4-FUNG-0573,M003,malpibaldin C,Trp-containing congener,NR,NMR/MS-supported; one Trp stereochemical detail unresolved,cyclic pentapeptide,,,,,,116
M4-FUNG-0574:M001,M4-FUNG-0574,M001,talaronoid C,canonical terminal product,NR,NMR/MS-supported,oxidized diterpenoid,,,,,,114
M4-FUNG-0574:M002,M4-FUNG-0574,M002,talarodiene,TndC product / pathway precursor,NR,heterologous/NMR-supported,5-8-6 tricyclic diterpene hydrocarbon,,,,,,115
M4-FUNG-0575:M001,M4-FUNG-0575,M001,malpicyclin A,congener A,NR,NMR/Marfey-supported,cyclic pentapeptide,,,,,,114
M4-FUNG-0575:M002,M4-FUNG-0575,M002,malpicyclin B,congener B,NR,NMR/Marfey-supported,cyclic pentapeptide,,,,,,115
M4-FUNG-0575:M003,M4-FUNG-0575,M003,malpicyclin C,congener C,NR,NMR/Marfey-supported,cyclic pentapeptide,,,,,,116
M4-FUNG-0575:M004,M4-FUNG-0575,M004,malpicyclin D,congener D,NR,NMR/Marfey-supported,cyclic pentapeptide,,,,,,117
M4-FUNG-0575:M005,M4-FUNG-0575,M005,malpicyclin E,congener E,NR,HRMS/MS-supported,lower-confidence congener structure,,,,,,118
M4-FUNG-0575:M006,M4-FUNG-0575,M006,malpicyclin F,congener F,NR,HRMS/MS-supported,lower-confidence congener structure,,,,,,119
M4-FUNG-0576:M001,M4-FUNG-0576,M001,fusahexin,cyclic hexapeptide,NR,NMR-supported,"cyclo-(D-Ala-L-Leu-D-allo-Thr-L-Pro-D-Leu-L-Leu), oxazine-bridged",,,,,,114
M4-FUNG-0577:M001,M4-FUNG-0577,M001,echinulin,fully saturated DKP branch major product,NR,NMR/LC-MS supported,canonical product,,,,,,114
M4-FUNG-0577:M002,M4-FUNG-0577,M002,preechinulin,C2-reversely prenylated cyclo-L-Trp-L-Ala,NR,NMR/MS supported,branching precursor,,,,,,115
M4-FUNG-0577:M003,M4-FUNG-0577,M003,neoechinulin A,one exocyclic double bond (C10-C11),NR,LC-MS/NMR supported,P450 branch product,,,,,,116
M4-FUNG-0577:M004,M4-FUNG-0577,M004,neoechinulin B,two exocyclic double bonds,NR,native congener context,not reproduced by four-gene reconstruction,,,,,,117
M4-FUNG-0578:M001,M4-FUNG-0578,M001,uscandidusin A,dibenzofuran final product,NR,NMR-supported,canonical product,,,,,,114
M4-FUNG-0578:M002,M4-FUNG-0578,M002,uscandidusin B,dibenzofuran congener,NR,NMR/MS-supported,congener,,,,,,115
M4-FUNG-0578:M003,M4-FUNG-0578,M003,usterphenyllin A,diprenylated p-terphenyl,NR,authentic-standard supported,precursor to spontaneous dibenzofuran formation,,,,,,116
M4-FUNG-0578:M004,M4-FUNG-0578,M004,usterphenyllin B,monoprenylated p-terphenyl,NR,authentic-standard supported,pathway intermediate,,,,,,117
M4-FUNG-0578:M005,M4-FUNG-0578,M005,atromentin,terphenylquinone precursor,NR,chemical intermediate,early pathway precursor,,,,,,118
M4-FUNG-0578:M006,M4-FUNG-0578,M006,dihydroxyterphenyllin,UcdE natural substrate,NR,authentic/substrate assay,prenylation substrate,,,,,,119
M4-FUNG-0579:M001,M4-FUNG-0579,M001,(-)-protubonine B,hydroxylated diacetylated final product,C21H25N3O5,NMR/ECD-supported,canonical product,,,,,,114
M4-FUNG-0579:M002,M4-FUNG-0579,M002,protubonine C,pathway intermediate/congener,C19H23N3O4,NMR/ECD-supported,biosynthetic intermediate,,,,,,115
M4-FUNG-0579:M003,M4-FUNG-0579,M003,protubonine D,pathway intermediate/congener,C17H21N3O3,NMR/ECD-supported,biosynthetic intermediate,,,,,,116
M4-FUNG-0580:M001,M4-FUNG-0580,M001,penindolene A,(+)-(S) and (-)-(R) enantiomers,NR,NMR/ECD/chiral separation,natural product,,,,,,114
M4-FUNG-0580:M002,M4-FUNG-0580,M002,penindolene B,(+)-(S) and (-)-(R) enantiomers,NR,NMR/ECD/chiral separation,natural product,,,,,,115
M4-FUNG-0580:M003,M4-FUNG-0580,M003,penindolene C,(+)-(S) and (-)-(R) enantiomers,NR,NMR/ECD/chiral separation,natural product,,,,,,116
M4-FUNG-0580:M004,M4-FUNG-0580,M004,penindolene D,(+)-(S) and (-)-(R) enantiomers,NR,NMR/ECD/chiral separation,natural product,,,,,,117
M4-FUNG-0581:M001,M4-FUNG-0581,M001,phomoxanthone A,dimeric tetrahydroxanthone,NR,NMR-supported,canonical product,,,,,,120
M4-FUNG-0581:M002,M4-FUNG-0581,M002,chrysophanol,early anthraquinone intermediate,NR,LC-MS/standard-supported,pathway intermediate,,,,,,121
M4-FUNG-0581:M003,M4-FUNG-0581,M003,penexanthone B,monomeric tetrahydroxanthone precursor,NR,NMR/feeding-supported,PhoO coupling substrate,,,,,,122
M4-FUNG-0582:M001,M4-FUNG-0582,M001,roseopurpurin C,major bioactive product,C18H20O7,NMR; PDB 8OY2 complex,CDK2 inhibitor,,,,,,116
M4-FUNG-0582:M002,M4-FUNG-0582,M002,roseopurpurin D,epimer/congener,C18H20O7,NMR,congener,,,,,,117
M4-FUNG-0582:M003,M4-FUNG-0582,M003,roseopurpurin G,congener/shunt branch,NR,NMR,congener,,,,,,118
M4-FUNG-0583:M001,M4-FUNG-0583,M001,"7-But-15-enyl-6,8-dihydroxy-3(R)-pent-11-enylisochroman-1-one",fusamarin congener,C18H22O4,NMR/X-ray,cluster product,,,,,,114
M4-FUNG-0583:M002,M4-FUNG-0583,M002,"7-Butyl-6,8-dihydroxy-3(R)-pent-11-enylisochroman-1-one",fusamarin congener,C18H24O4,NMR,cluster product,,,,,,115
M4-FUNG-0583:M003,M4-FUNG-0583,M003,"7-Butyl-6,8-dihydroxy-3(R)-pentylisochroman-1-one",fusamarin congener,NR,NMR,cluster product,,,,,,116
M4-FUNG-0583:M004,M4-FUNG-0583,M004,"7-Butyl-6,8-dihydroxy-3(R)-pent-9,11-dienylisochroman-1-one",fusamarin congener,NR,NMR,cluster product,,,,,,117
M4-FUNG-0584:M001,M4-FUNG-0584,M001,pycnidione,native bistropolone-humulene product,C33H40O7,HRMS/NMR,canonical product,,,,,,114
M4-FUNG-0584:M002,M4-FUNG-0584,M002,synthetic pycnidione/xenovulene-pathway analogues,engineered combinatorial products,various,HRMS/NMR,engineered congeners; not native set,,,,,,115
M4-FUNG-0585:M001,M4-FUNG-0585,M001,stachysalicyloid C,alkyl salicylaldehyde derivative,NR,NMR-supported,canonical product,,,,,,114
M4-FUNG-0586:M001,M4-FUNG-0586,M001,multiformin A,azaphilone congener,NR,NMR/HRMS,canonical family product,,,,,,114
M4-FUNG-0586:M002,M4-FUNG-0586,M002,multiformins B-J,azaphilone congeners,various,NMR/HRMS/ECD,congener family,,,,,,115
M4-FUNG-0587:M001,M4-FUNG-0587,M001,3-orsellinoxypropanoic acid,OesA product,NR,NMR/LC-MS,canonical product,,,,,,114
M4-FUNG-0587:M002,M4-FUNG-0587,M002,orsellinic acid,PKS-derived aromatic unit,NR,feeding/domain evidence,biosynthetic precursor/unit,,,,,,115
M4-FUNG-0588:M001,M4-FUNG-0588,M001,multiforisin H,tetraketide pyrone final product,NR,NMR/HRMS,canonical product,,,,,,114
M4-FUNG-0589:M001,M4-FUNG-0589,M001,variecolin,oxidized sesterterpenoid,NR,NMR/MS,canonical product,,,,,,114
M4-FUNG-0589:M002,M4-FUNG-0589,M002,variecoladiene,VrcA hydrocarbon product,NR,NMR/MS,biosynthetic precursor,,,,,,115
M4-FUNG-0589:M003,M4-FUNG-0589,M003,variecolactone,VrcB oxidation product,NR,NMR/MS,congener,,,,,,116
M4-FUNG-0590:M001,M4-FUNG-0590,M001,minutellin A,azaphilone congener,NR,NMR/HRESIMS/CD,canonical product,,,,,,114
M4-FUNG-0590:M002,M4-FUNG-0590,M002,minutellins B-D,azaphilone congeners,various,NMR/HRESIMS/CD,congeners,,,,,,115
M4-FUNG-0590:M003,M4-FUNG-0590,M003,hinnulin A,related azaphilone,NR,NMR/HRESIMS,associated product,,,,,,116
M4-FUNG-0591:M001,M4-FUNG-0591,M001,kotanin,dimeric bis-coumarin,NR,MS/MS-supported,canonical product,,,,,,114
M4-FUNG-0591:M002,M4-FUNG-0591,M002,7-demethylsiderin-derived coumarin,monomeric precursor,NR,pathway-supported,biosynthetic precursor,,,,,,115
M4-FUNG-0592:M001,M4-FUNG-0592,M001,desferriferrichrome,iron-free ferrichrome-type siderophore,NR,LC-MS/MS-supported,canonical product,,,,,,114
M4-FUNG-0593:M001,M4-FUNG-0593,M001,(+)-aristolochene,PeTS1 sesquiterpene product,C15H24,NMR/syn-BNP-supported,canonical product,,,,,,114
M4-FUNG-0594:M001,M4-FUNG-0594,M001,FDDP-D,decalin-containing diterpenoid pyrone,NR,[M+H]+ m/z 503.3003; authentic-standard matched,canonical product,,,,,,117
M4-FUNG-0594:M002,M4-FUNG-0594,M002,FDDP-E,decalin-containing diterpenoid pyrone,NR,[M+H]+ m/z 487.3054; authentic-standard matched,canonical product,,,,,,118
M4-FUNG-0594:M003,M4-FUNG-0594,M003,additional FDDP-like isomers/intermediates,native/engineered pathway-associated features,various/NR,HRMS/MS-supported subset,intermediates or isomers; structures partly unresolved,,,,,,119
M4-FUNG-0595:M001,M4-FUNG-0595,M001,physodic acid,depsidone; physodic-acid chemotype marker,NR,HPLC-confirmed,,,,,,,117
M4-FUNG-0595:M002,M4-FUNG-0595,M002,olivetoric acid,depside; alternative chemotype marker / likely precursor relationship,NR,HPLC-confirmed,,,,,,,118
M4-FUNG-0595:M003,M4-FUNG-0595,M003,related lichen depside/depsidone products,NR,NR,NR,,,,,,,119
M4-FUNG-0596:M001,M4-FUNG-0596,M001,macrophasetin A,trans-decalin DTA,NR,CCDC 2210452,,,,,,,117
M4-FUNG-0596:M002,M4-FUNG-0596,M002,macrophasetin B,decalin stereoisomer,NR,NMR,,,,,,,118
M4-FUNG-0596:M003,M4-FUNG-0596,M003,macrophasetin C,hydroxylated product,NR,NMR,,,,,,,119
M4-FUNG-0597:M001,M4-FUNG-0597,M001,Taslactam C,fungal γ-lactam,NR,NMR/MS,,,,,,,117
M4-FUNG-0597:M002,M4-FUNG-0597,M002,Taslactams A/B/D,same study family,NR,family context,,,,,,,118
M4-FUNG-0598:M001,M4-FUNG-0598,M001,Malformin C,cyclic pentapeptide,NR,MS-detected,,,,,,,117
M4-FUNG-0598:M002,M4-FUNG-0598,M002,Malformin A2,cyclic pentapeptide,NR,MS-detected,,,,,,,118
M4-FUNG-0599:M001,M4-FUNG-0599,M001,Taslactam D,fungal γ-lactam,NR,NMR/MS,,,,,,,117
M4-FUNG-0599:M002,M4-FUNG-0599,M002,Taslactams A-C,same study family,NR,family context,,,,,,,118
M4-FUNG-0600:M001,M4-FUNG-0600,M001,Ascochitine,primary polyketide,NR,chemically characterized,,,,,,,117
M4-FUNG-0600:M002,M4-FUNG-0600,M002,Ascochital,pathway-associated metabolite,NR,chemical profiling,,,,,,,118
M4-FUNG-0601:M001,M4-FUNG-0601,M001,Annullatin D,terminal product,NR,"(2S,9S)",,,,,,,117
M4-FUNG-0601:M002,M4-FUNG-0601,M002,Annullatin E/J/F,intermediates/branch products,NR,pathway context,,,,,,,118
M4-FUNG-0602:M001,M4-FUNG-0602,M001,Fusaproliferin,acetylated end product,NR,authentic-standard LC-MS/MS,,,,,,,117
M4-FUNG-0602:M002,M4-FUNG-0602,M002,Terpestacin,deacetylated precursor/product,NR,authentic-standard LC-MS/MS,,,,,,,118
M4-FUNG-0602:M003,M4-FUNG-0602,M003,preterpestacin-derived intermediates,mutant-associated,NR,LC-MS/MS,,,,,,,119
M4-FUNG-0603:M001,M4-FUNG-0603,M001,α-cyclopiazonic acid,final product,NR,authentic compound,,,,,,,117
M4-FUNG-0603:M002,M4-FUNG-0603,M002,β-cyclopiazonic acid,prenylated intermediate,NR,pathway intermediate,,,,,,,118
M4-FUNG-0603:M003,M4-FUNG-0603,M003,cAATrp,PKS-NRPS intermediate,NR,pathway intermediate,,,,,,,119
M4-FUNG-0604:M001,M4-FUNG-0604,M001,Talaropentaene,non-squalene triterpene,NR,NMR/GC-MS,,,,,,,117
M4-FUNG-0604:M002,M4-FUNG-0604,M002,HexPP,C30 diphosphate precursor,NR,LC-MS,,,,,,,118
M4-FUNG-0605:M001,M4-FUNG-0605,M001,Macrophomene,non-squalene triterpene,NR,"(1R,22R); NMR/isotope",,,,,,,117
M4-FUNG-0605:M002,M4-FUNG-0605,M002,HexPP,C30 diphosphate precursor,NR,enzyme-generated,,,,,,,118
M4-FUNG-0606:M001,M4-FUNG-0606,M001,colleterpenol,non-squalene triterpene,NR,GC-MS/NMR characterized,,,,,,,117
M4-FUNG-0606:M002,M4-FUNG-0606,M002,HexPP,C30 diphosphate precursor,NR,mechanistic precursor,,,,,,,118
M4-FUNG-0607:M001,M4-FUNG-0607,M001,chanoclavine I; agroclavine,early clavines,NR,metabolomics-supported,,,,,,,117
M4-FUNG-0607:M002,M4-FUNG-0607,M002,ergonovine; lysergic acid amide; lysergic acid alpha-hydroxyethylamide,lysergyl amides,NR,metabolomics-supported,,,,,,,118
M4-FUNG-0607:M003,M4-FUNG-0607,M003,ergobalansine,ergopeptine,NR,metabolomics-supported,,,,,,,119
M4-FUNG-0608:M001,M4-FUNG-0608,M001,ergovaline,ergopeptine end product,NR,native genotype-linked profiling,,,,,,,117
M4-FUNG-0608:M002,M4-FUNG-0608,M002,lysergic acid,upstream intermediate accumulating in lpsB mutant,NR,native mutant profiling,,,,,,,118
M4-FUNG-0608:M003,M4-FUNG-0608,M003,lysergyl alanine,downstream intermediate absent from lpsB mutant,NR,pathway-position marker,,,,,,,119
M4-FUNG-0609:M001,M4-FUNG-0609,M001,paspaline; paspaline B,core/early indole diterpenes,NR,metabolomics-supported,,,,,,,117
M4-FUNG-0609:M002,M4-FUNG-0609,M002,paxilline,indole-diterpene intermediate/congener,NR,metabolomics-supported,,,,,,,118
M4-FUNG-0609:M003,M4-FUNG-0609,M003,terpendole E; I; J; C; K; M; N; A,late terpendole congener family,NR,metabolomics-supported,,,,,,,119
