term_id,term_type,raw_label,canonical_label,normalization_status
TERM_38108481411b,action.intervention,individual O-methyltransferase deletions,individual O-methyltransferase deletions,normalized: explicit individual deletion interventions retained without adding target identities
TERM_da2adaaf60e7,assay.method,LC-MS + purification + NMR,,"unresolved_composite: combines LC-MS, purification, and NMR as distinct preparation and analytical procedures"
TERM_f05e4c4ca780,state.culture_architecture,spirocycle-forming P450 knockout,,unresolved_type_mismatch: P450 knockout describes a genetic intervention rather than culture architecture
TERM_4b0a56f1b083,action.intervention,gsfF deletion,gsfF deletion,normalized: explicit single-gene deletion intervention retained directly from raw_label
TERM_7367f3f50374,assay.method,LC-MS/NMR,,unresolved_composite: combines LC-MS and NMR as distinct analytical methods
TERM_82bf324ce740,state.culture_architecture,terminal-reduction discrimination,,unresolved_type_mismatch: terminal-reduction discrimination describes a study objective rather than culture architecture
TERM_fd444793681e,action.intervention,delete gsfE or gsfK,gsfE or gsfK deletion,normalized: explicit alternative gene-deletion intervention retained without inferring separate experiments
TERM_d6b61d0d1840,state.culture_architecture,nonessential-cluster-gene test,,unresolved_type_mismatch: nonessential-cluster-gene test describes study design rather than culture architecture
TERM_8f144078bfdd,action.intervention,gsfH deletion,gsfH deletion,normalized: explicit single-gene deletion intervention retained directly from raw_label
TERM_23e3269dcb0a,state.culture_architecture,in-vitro total biosynthesis,,unresolved_type_mismatch: in-vitro total biosynthesis describes a cell-free biochemical reconstruction strategy rather than culture architecture
TERM_b1f60f21d40c,state.medium,purified biochemical system,,unresolved_type_mismatch: purified biochemical system describes an assay/reaction context rather than a culture medium
TERM_e3f87c2ae1f4,action.intervention,combine purified pathway enzymes/cofactors from malonyl-CoA precursor,combine purified pathway enzymes and cofactors with malonyl-CoA precursor,normalized: explicit biochemical intervention retained without adding mechanistic interpretation
TERM_5f04bd8e64ea,state.developmental_state,cell-free,,unresolved_type_mismatch: cell-free describes an experimental system state rather than a fungal developmental state
TERM_a5ad520d4762,observation.sample_matrix,purified reaction mixture,purified reaction mixture,normalized: explicit sample-matrix label retained directly from raw_label
TERM_89152322a2b9,assay.method,LC-MS/NMR/enzymology,,"unresolved_composite: combines LC-MS, NMR, and enzymology as distinct analytical or assay modalities"
TERM_ef4d24c46c81,state.culture_architecture,spirocyclization mechanism,,unresolved_type_mismatch: spirocyclization mechanism describes a mechanistic study objective rather than culture architecture
TERM_7e830d350b42,state.medium,cell-free enzyme assay,,unresolved_type_mismatch: cell-free enzyme assay describes an assay/reaction context rather than a culture medium
TERM_6d9527af25ae,action.intervention,GsfF + griseophenone B; isotope/computational analysis,GsfF + griseophenone B,partial_normalization: explicit GsfF + griseophenone B intervention extracted; isotope/computational analysis remains only in raw_label
TERM_da9a6f8641ca,observation.sample_matrix,reaction mixture,reaction mixture,normalized: explicit sample-matrix label retained directly from raw_label
TERM_ebfeb2daf54f,assay.method,LC-MS + kinetic isotope effects + DFT,,"unresolved_composite: combines LC-MS, kinetic-isotope-effect analysis, and DFT as distinct analytical/computational modalities"
TERM_6704516040a0,state.culture_architecture,strain-level sequence comparison,,unresolved_type_mismatch: strain-level sequence comparison describes a comparative analysis rather than culture architecture
TERM_d0f2153345e9,action.intervention,sequence both hpm loci,,unresolved_type_mismatch: sequencing both hpm loci is a sequencing procedure rather than a biological intervention
TERM_1a5995c96b16,assay.method,cosmid/PCR sequencing,,unresolved_composite: cosmid sequencing and PCR-based sequencing are combined without enough structure to represent them as one canonical assay
TERM_d3cf3f5d8322,state.culture_architecture,native genetic-access test,,unresolved_type_mismatch: native genetic-access test describes study design rather than culture architecture
TERM_54b2fd95896b,state.medium,fungal transformation,,unresolved_type_mismatch: fungal transformation describes an experimental procedure rather than a culture medium
TERM_429701225c50,action.intervention,standard optimized transformation procedure,fungal transformation,partial_normalization: transformation procedure retained while non-biological optimization wording is omitted from canonical_label
TERM_e81cc44284aa,state.developmental_state,native strain,,unresolved_type_mismatch: native strain describes strain identity/context rather than a developmental state
TERM_90749665fbc3,time.window,transformation endpoint,endpoint,partial_normalization: endpoint extracted as the recoverable temporal component; transformation context remains only in raw_label
TERM_840704829063,observation.sample_matrix,colonies,colonies,normalized: explicit sample-matrix label retained directly from raw_label
TERM_e83dab35b8c4,assay.method,transformation assay,transformation assay,normalized: explicit assay-method label retained directly from raw_label
TERM_a2af08501fda,state.culture_architecture,native tailoring-gene knockout,,unresolved_type_mismatch: tailoring-gene knockout describes a genetic intervention rather than culture architecture
TERM_338dbc9639a2,state.medium,native hypothemycin-producing fermentation,,unresolved_type_mismatch: hypothemycin-producing fermentation describes culture/process and outcome context rather than a defined medium
TERM_92d14f76b6af,action.intervention,insert phleomycin-resistance cassette into OMT,phleomycin-resistance cassette insertion into OMT,normalized: explicit cassette-insertion intervention standardized without adding mechanistic interpretation
TERM_6d21f3445f9b,state.developmental_state,productive fungal state,,unresolved_outcome_defined: productive fungal state is defined by production outcome rather than an independently specified developmental state
TERM_696ee9f79106,observation.sample_matrix,culture broth,culture broth,normalized: explicit sample-matrix label retained directly from raw_label
TERM_b404db482be6,assay.method,PCR + LC-MS,,unresolved_composite: combines PCR and LC-MS as distinct analytical methods
TERM_9a32496a2bb4,state.culture_architecture,heterologous scaffold reconstruction,,unresolved_type_mismatch: heterologous scaffold reconstruction describes an experimental strategy rather than culture architecture
TERM_18fbec6caf31,state.medium,yeast culture,,unresolved_type_mismatch: yeast culture describes host/culture context rather than a culture medium
TERM_a727223c1f95,action.intervention,coexpress both PKSs,coexpression of both PKSs,normalized: explicit dual-PKS coexpression intervention standardized without inferring PKS identities
TERM_be2b39fa514e,assay.method,LC-MS + purification + HRMS/NMR,,"unresolved_composite: combines LC-MS, purification, HRMS, and NMR as distinct preparation and analytical procedures"
TERM_1842e5d1a15c,state.culture_architecture,heterologous post-PKS step localization,,unresolved_type_mismatch: heterologous post-PKS step localization describes study objective/strategy rather than culture architecture
TERM_7ca5fa05835b,action.intervention,"add OMT, FMO or P450 individually","individual addition of OMT, FMO, or P450",normalized: explicit individual enzyme-addition intervention standardized without inferring enzyme identities beyond the raw label
TERM_555b57e6e99e,assay.method,LC-MS/UV,LC-MS/UV,normalized: analytical method is already an atomic LC-MS/UV label; retained without expanding detector configuration
TERM_904fe0c4c008,state.culture_architecture,cell-free enzyme specificity,,unresolved_type_mismatch: cell-free enzyme specificity describes an assay objective/system rather than culture architecture
TERM_54759b30a85b,state.medium,biochemical assay,,unresolved_type_mismatch: biochemical assay describes an experimental/assay system rather than a culture medium
TERM_d135a12fa5b0,action.intervention,OMT + SAM or FMO + NADPH,,unresolved_composite: combines alternative enzyme/cofactor systems (OMT + SAM or FMO + NADPH) in one intervention label
TERM_348fddd2ac63,time.window,60 min,60 min,normalized: explicit time window retained directly
TERM_06c260020e01,state.culture_architecture,cell-free olefin-isomerization assay,,unresolved_type_mismatch: cell-free olefin-isomerization assay describes an assay system rather than culture architecture
TERM_0507b527ac93,action.intervention,Hpm2 + glutathione and trans/cis RAL substrate,,"unresolved_composite: combines Hpm2, glutathione, and alternative trans/cis RAL substrates in one biochemical intervention label"
TERM_b50b2d028e65,assay.method,LC/MS or chromatographic product analysis,,unresolved_composite: combines alternative analytical procedures (LC/MS or unspecified chromatographic product analysis)
TERM_b7107c8307c3,state.culture_architecture,strain-level congener profiling,,unresolved_type_mismatch: strain-level congener profiling describes an analytical study design rather than culture architecture
TERM_935d3100ef7e,state.medium,fungal fermentation,,unresolved_type_mismatch: fungal fermentation describes culture/process context rather than a specific culture medium
TERM_3620f74603d0,assay.method,isolation + spectroscopy/X-ray/cytotoxicity assays,,"unresolved_composite: combines isolation, spectroscopy, X-ray analysis, and cytotoxicity assays as distinct procedures"
