experiment_link_id,experiment_key,relation_type,term_id,raw_value,source_ids,source_row
XLINK_d5d58f8978a9,M4-FUNG-0019:E008,time.window,TERM_bec8a0edc810,mature lesions 8–12 weeks,S008,158
XLINK_68331e7f121e,M4-FUNG-0019:E008,observation.sample_matrix,TERM_9e8275230228,infected pine needles,S008,158
XLINK_932d54da2531,M4-FUNG-0019:E008,assay.method,TERM_e48f7530ad64,microscopy/histology + lesion/sporulation assessment,S008,158
XLINK_188ff51e8b0f,M4-FUNG-0019:E009,state.culture_architecture,TERM_1422d2a09b2e,transporter-function test,S011,159
XLINK_fa68558b95a7,M4-FUNG-0019:E009,state.medium,TERM_7060d5736570,fungal culture,S011,159
XLINK_ae51793c10cc,M4-FUNG-0019:E009,action.intervention,TERM_0b48d66833c0,"dotC deletion, overexpression and localization",S011,159
XLINK_aa8d49be5677,M4-FUNG-0019:E009,state.developmental_state,TERM_838741870ddf,vegetative growth,S011,159
XLINK_503441be6535,M4-FUNG-0019:E009,time.window,TERM_ec418730669c,endpoint,S011,159
XLINK_c44d6be0a514,M4-FUNG-0019:E009,observation.sample_matrix,TERM_ef07092820bd,culture + cells,S011,159
XLINK_656a89929d4b,M4-FUNG-0019:E009,assay.method,TERM_500cbf85f025,toxin assay + GFP localization,S011,159
XLINK_d2e38574ae10,M4-FUNG-0019:E010,state.culture_architecture,TERM_05b0a0b356af,population genomics / phenotype association,S012,160
XLINK_d73aded1cef6,M4-FUNG-0019:E010,state.medium,TERM_b2a772447ca8,culture and genome sequencing,S012,160
XLINK_af59e8f1a715,M4-FUNG-0019:E010,action.intervention,TERM_1ff1e526c5b6,compare historical/recent isolates and chromosome copy-number variation,S012,160
XLINK_d9fa4030e642,M4-FUNG-0019:E010,state.developmental_state,TERM_838741870ddf,vegetative growth,S012,160
XLINK_ea6411b50117,M4-FUNG-0019:E010,time.window,TERM_80bb6ec1c116,study endpoint,S012,160
XLINK_692feb18537f,M4-FUNG-0019:E010,observation.sample_matrix,TERM_4f8b0f9e7f42,genomes + toxin/virulence phenotypes,S012,160
XLINK_c9b456111da9,M4-FUNG-0019:E010,assay.method,TERM_ef36c19c4679,genomics + phenotyping,S012,160
XLINK_b72b11a1549e,M4-FUNG-0020:E001,state.culture_architecture,TERM_130551082881,OSMAC / culture-architecture screen,S003,132
XLINK_2148312a1877,M4-FUNG-0020:E001,state.medium,TERM_6b0406f8d5e4,multiple media; stationary liquid Czapek was productive,S003,132
XLINK_ab0decec76ff,M4-FUNG-0020:E001,state.agitation,TERM_5b776bbd81ec,stationary/no shaking for productive condition,S003,132
XLINK_82c406d40965,M4-FUNG-0020:E001,action.intervention,TERM_761e03affe80,medium/architecture/time variation,S003,132
XLINK_59125f291778,M4-FUNG-0020:E001,state.developmental_state,TERM_b816a21fe850,vegetative culture,S003,132
XLINK_f3c126807093,M4-FUNG-0020:E001,time.window,TERM_4eda617189f7,condition-dependent; one tested regime included prolonged stationary cultivation,S003,132
XLINK_58c99b22b518,M4-FUNG-0020:E001,observation.sample_matrix,TERM_8378e5f0d1af,culture medium,S003,132
XLINK_5952ed7e70cc,M4-FUNG-0020:E001,assay.method,TERM_54ba99b199d1,HPLC-DAD-MS + scale-up isolation,S003,132
XLINK_0935633b0cc7,M4-FUNG-0020:E002,state.culture_architecture,TERM_f353782daf0e,chromatin derepression,S005,133
XLINK_92ca6d6c09fb,M4-FUNG-0020:E002,state.medium,TERM_2873b32ecc32,liquid fungal culture,S005,133
XLINK_1ea20c4ef668,M4-FUNG-0020:E002,action.intervention,TERM_54c636f020e2,loss of CclA/COMPASS H3K4-methylation component,S005,133
XLINK_1b4b53a37915,M4-FUNG-0020:E002,state.developmental_state,TERM_47baa5851787,chromatin-remodeled state,S005,133
XLINK_16eb3b78b2cd,M4-FUNG-0020:E002,time.window,TERM_43f1b41bee65,24/48/60 h in defining study,S005,133
XLINK_552936bce353,M4-FUNG-0020:E002,observation.sample_matrix,TERM_14cf4bfca320,RNA + culture extract,S005,133
XLINK_0417537627b1,M4-FUNG-0020:E002,assay.method,TERM_3d761328f1c0,transcript analysis + LC-MS,S005,133
XLINK_761dc4563f96,M4-FUNG-0020:E003,state.culture_architecture,TERM_6c8c25ea038e,ecological coculture discovery,S004,134
XLINK_99692f694fef,M4-FUNG-0020:E003,state.medium,TERM_16e26aaa003c,fungal–actinomycete coculture,S004,134
XLINK_02c7cbe6d90b,M4-FUNG-0020:E003,action.intervention,TERM_acc46a0ce491,coculture with actinomycetes; only one Streptomyces inducer strongly activates target programme,S004,134
XLINK_b649ccf14ba0,M4-FUNG-0020:E003,state.developmental_state,TERM_47ddc317c300,direct interkingdom contact,S004,134
XLINK_c83e99af595a,M4-FUNG-0020:E003,time.window,TERM_80bb6ec1c116,study endpoint,S004,134
XLINK_789faa983658,M4-FUNG-0020:E003,observation.sample_matrix,TERM_14cf4bfca320,RNA + culture extract,S004,134
XLINK_05c3e5ee7425,M4-FUNG-0020:E003,assay.method,TERM_aec5da005e93,microarrays/qRT-PCR/Northern + LC/MS/NMR,S004,134
XLINK_a889fac766d9,M4-FUNG-0020:E004,state.culture_architecture,TERM_12010e7b7d00,signal-delivery decomposition,S004,135
XLINK_d21d45af0f35,M4-FUNG-0020:E004,state.medium,TERM_654707374315,direct contact vs cell-free broth/extracts/heat-killed cells/dialysis-separated living bacteria,S004,135
XLINK_613d6590322a,M4-FUNG-0020:E004,action.intervention,TERM_17973a2664d0,remove physical contact while preserving candidate soluble signals,S004,135
XLINK_b5ed3f46c836,M4-FUNG-0020:E004,state.developmental_state,TERM_c41d4d5622a0,coculture interaction state,S004,135
XLINK_31bbe14ba87d,M4-FUNG-0020:E004,time.window,TERM_ec418730669c,endpoint,S004,135
XLINK_0afb083341b0,M4-FUNG-0020:E004,observation.sample_matrix,TERM_dd19cc009b40,RNA + metabolites,S004,135
XLINK_f250c5072dbe,M4-FUNG-0020:E004,assay.method,TERM_7ea16036e96c,qRT-PCR/microarray + microscopy/dialysis controls,S004,135
XLINK_f6d0c876274d,M4-FUNG-0020:E005,state.culture_architecture,TERM_605814ed9ed2,chromatin-mechanism test,S006,136
XLINK_92d7a24d47d8,M4-FUNG-0020:E005,state.medium,TERM_5cedc137ad32,bacterium–fungus coculture,S006,136
XLINK_da378b226513,M4-FUNG-0020:E005,action.intervention,TERM_1ada47e00a24,delete SAGA/ADA components,S006,136
XLINK_28e3cb913d93,M4-FUNG-0020:E005,state.developmental_state,TERM_a528fa591729,contact-induced state,S006,136
XLINK_1df5e69560dc,M4-FUNG-0020:E005,time.window,TERM_ec418730669c,endpoint,S006,136
XLINK_c489d94d8db3,M4-FUNG-0020:E005,observation.sample_matrix,TERM_796a8d635bec,RNA + metabolites + chromatin,S006,136
XLINK_ff83732b0400,M4-FUNG-0020:E005,assay.method,TERM_dec73609f855,HPLC/Northern + ChIP,S006,136
XLINK_675fa1df8d7c,M4-FUNG-0020:E006,state.culture_architecture,TERM_45f807a0b4ea,candidate-enzyme localization,S003,137
XLINK_3b4ad28f48c1,M4-FUNG-0020:E006,state.medium,TERM_b451fdb81bd2,stationary Czapek/productive culture,S003,137
XLINK_ea9dee7af472,M4-FUNG-0020:E006,action.intervention,TERM_a2b7b02da23c,delete each unassigned NR-PKS,S003,137
XLINK_d2df7b3fc9e4,M4-FUNG-0020:E006,state.developmental_state,TERM_c129c29c9a16,productive native state,S003,137
XLINK_1d28ad202550,M4-FUNG-0020:E006,time.window,TERM_ec418730669c,endpoint,S003,137
XLINK_fec326ee1441,M4-FUNG-0020:E006,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,137
XLINK_9792722a4bdc,M4-FUNG-0020:E006,assay.method,TERM_2698f6938cd9,HPLC-DAD-MS,S003,137
XLINK_ec2d910bdf5a,M4-FUNG-0020:E007,state.culture_architecture,TERM_964ed63ed8af,functional BGC-boundary dissection,S003,138
XLINK_0756fa9db300,M4-FUNG-0020:E007,state.medium,TERM_b451fdb81bd2,stationary Czapek/productive culture,S003,138
XLINK_982aa466a249,M4-FUNG-0020:E007,action.intervention,TERM_72b6dc4bc3d2,individual neighboring-gene deletions,S003,138
XLINK_214aec476279,M4-FUNG-0020:E007,state.developmental_state,TERM_c129c29c9a16,productive native state,S003,138
XLINK_88101408e414,M4-FUNG-0020:E007,time.window,TERM_ec418730669c,endpoint,S003,138
XLINK_d488ad00c30f,M4-FUNG-0020:E007,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,138
XLINK_c64bfb12da99,M4-FUNG-0020:E007,assay.method,TERM_4bbb2412523e,LC-DAD-MS,S003,138
XLINK_66a7281f114b,M4-FUNG-0020:E008,state.culture_architecture,TERM_74625f5cd63f,intermediate/shunt-product trapping,S003,139
XLINK_6713e9e33357,M4-FUNG-0020:E008,state.medium,TERM_91eb02f07a22,productive Czapek culture,S003,139
XLINK_c936be7949e3,M4-FUNG-0020:E008,action.intervention,TERM_4f73d9bf73f2,delete orsB or orsC,S003,139
XLINK_e9625e56ca8c,M4-FUNG-0020:E008,state.developmental_state,TERM_c129c29c9a16,productive native state,S003,139
XLINK_b8f573045233,M4-FUNG-0020:E008,time.window,TERM_3de928b6dcdd,scale-up endpoint,S003,139
XLINK_22338c7b83e9,M4-FUNG-0020:E008,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,139
XLINK_6e96341c3d0d,M4-FUNG-0020:E008,assay.method,TERM_38d5faadf0ba,purification + NMR,S003,139
XLINK_a9abfb30a406,M4-FUNG-0020:E009,state.culture_architecture,TERM_babb88a906a5,negative-regulator/chromatin epistasis,S007,140
XLINK_fefa6b5ceb6f,M4-FUNG-0020:E009,state.medium,TERM_4ff8c5dd9a85,GMM liquid culture,S007,140
XLINK_190f7b851b40,M4-FUNG-0020:E009,state.temperature_C,TERM_a407e1e7bacb,37,S007,140
XLINK_d3bf06334309,M4-FUNG-0020:E009,state.agitation,TERM_0eec930dc4e8,250,S007,140
XLINK_a0821db5c6b6,M4-FUNG-0020:E009,action.intervention,TERM_fafc42541180,veA deletion; mvlA overexpression; gcnE deletion,S007,140
XLINK_928cd6c2c35b,M4-FUNG-0020:E009,state.developmental_state,TERM_3525ba39aef2,regulator-perturbed state,S007,140
XLINK_c4a2d337cd71,M4-FUNG-0020:E009,time.window,TERM_902f682581c6,36–60 h; key metabolite comparison at 48 h,S007,140
XLINK_6b717ad37484,M4-FUNG-0020:E009,observation.sample_matrix,TERM_dc65401b5a68,RNA + medium extract + chromatin,S007,140
XLINK_76a6b2e62aa0,M4-FUNG-0020:E009,assay.method,TERM_e3c4be6b936e,Northern/LC-MS/ChIP,S007,140
XLINK_104dc06989fc,M4-FUNG-0020:E010,state.culture_architecture,TERM_ce8f9e66a3e3,2026 integrated multi-omics update,S009,141
XLINK_e062e48d59d0,M4-FUNG-0020:E010,state.medium,TERM_4fd717d317c3,defined early primary-metabolism vs stationary/secondary-metabolism stages,S009,141
XLINK_c5181af21f81,M4-FUNG-0020:E010,action.intervention,TERM_79ce4b798d6c,cclA deletion,S009,141
XLINK_95083ccb98db,M4-FUNG-0020:E010,state.developmental_state,TERM_1d838bbcf26d,20 h versus 48 h metabolic states,S009,141
XLINK_698f6ec62167,M4-FUNG-0020:E010,time.window,TERM_e0e3e29d5a3f,20 h and 48 h,S009,141
XLINK_d0bb9cba1c5b,M4-FUNG-0020:E010,observation.sample_matrix,TERM_5d40a3c1659e,RNA/protein,S009,141
XLINK_c359fff01a2e,M4-FUNG-0020:E010,assay.method,TERM_17786a8f4f7e,RNA-seq + proteomics + RT-qPCR,S009,141
XLINK_cb46a11db63d,M4-FUNG-0021:E001,state.culture_architecture,TERM_4ab6b4b1b922,pathway-specific regulator genetics,S005,133
XLINK_74983fd37998,M4-FUNG-0021:E001,state.medium,TERM_5be1d3f2733b,GYAM for RNA; cracked maize for toxin assay,S005,133
XLINK_9850f9a43db6,M4-FUNG-0021:E001,state.temperature_C,TERM_b8461041df77,28,S005,133
XLINK_464e2d186b08,M4-FUNG-0021:E001,state.agitation,TERM_91a8a080719a,200,S005,133
XLINK_ce644a0b4453,M4-FUNG-0021:E001,action.intervention,TERM_4311964f555c,FUM21 deletion/complementation,S005,133
XLINK_e2b0ac65562a,M4-FUNG-0021:E001,state.developmental_state,TERM_68ae0ef0aea0,vegetative/maize-colonizing growth,S005,133
XLINK_3133a08b971d,M4-FUNG-0021:E001,time.window,TERM_c70de4173b04,2–6 d RNA; 21 d cracked maize toxin,S005,133
XLINK_e1202d9c8d84,M4-FUNG-0021:E001,observation.sample_matrix,TERM_886e8709892b,RNA + maize extract,S005,133
XLINK_bbf00a4aa361,M4-FUNG-0021:E001,assay.method,TERM_afe458f0567a,RT-PCR/microarray + LC-MS,S005,133
XLINK_a6f06609107b,M4-FUNG-0021:E002,state.culture_architecture,TERM_270201afc977,field pathogenicity vs toxin-production separation,S004,134
XLINK_4b7204852806,M4-FUNG-0021:E002,state.medium,TERM_8e26cf0d314c,maize ears/stalks/seeds in Illinois/Iowa field trials,S004,134
XLINK_aace209f244d,M4-FUNG-0021:E002,state.temperature_C,TERM_5b1500d05588,field,S004,134
XLINK_060eabd5c25f,M4-FUNG-0021:E002,action.intervention,TERM_4ed65fc5758a,FUM1 disruption,S004,134
XLINK_4e1c6011b76c,M4-FUNG-0021:E002,state.developmental_state,TERM_debd18dcf1e3,host infection,S004,134
XLINK_c6ce91d58d70,M4-FUNG-0021:E002,time.window,TERM_b92d9eac8d9c,1999–2000 field seasons,S004,134
XLINK_28afd8d710bf,M4-FUNG-0021:E002,observation.sample_matrix,TERM_659f59946636,infected maize kernels/ears,S004,134
XLINK_28aa8ab52c46,M4-FUNG-0021:E002,assay.method,TERM_203fd557a6ed,visual ear-rot scoring + kernel isolation + HPLC fumonisin,S004,134
XLINK_87fbd4c01038,M4-FUNG-0021:E003,state.culture_architecture,TERM_4650e6dc0a16,early pathway order by cross-feeding,S006,135
XLINK_b5f876eb5ce9,M4-FUNG-0021:E003,state.medium,TERM_7060d5736570,fungal culture,S006,135
XLINK_8da8291e3551,M4-FUNG-0021:E003,action.intervention,TERM_975910f7dd55,gene disruption + mutant coculture,S006,135
XLINK_ec87b661d4bc,M4-FUNG-0021:E003,state.developmental_state,TERM_e3a987b2aa9a,vegetative production state,S006,135
XLINK_c7d4d6dab677,M4-FUNG-0021:E003,time.window,TERM_ec7ccd1ae2ae,7-d intermediate time course,S006,135
XLINK_01c56d830c85,M4-FUNG-0021:E003,observation.sample_matrix,TERM_642d0786204b,culture metabolites,S006,135
XLINK_e93be46a7c33,M4-FUNG-0021:E003,assay.method,TERM_620d4307e9a5,LC-MS,S006,135
XLINK_134efe6383be,M4-FUNG-0021:E004,state.culture_architecture,TERM_09bab069ff1c,single-step biochemical localization,S018,136
XLINK_3c18c59d382f,M4-FUNG-0021:E004,state.medium,TERM_f91e466f483c,fumonisin-producing culture,S018,136
XLINK_ccc937d72220,M4-FUNG-0021:E004,action.intervention,TERM_39e98aaa3638,FUM13 deletion,S018,136
XLINK_00714199060d,M4-FUNG-0021:E004,state.developmental_state,TERM_e3a987b2aa9a,vegetative production state,S018,136
XLINK_5785895a02fc,M4-FUNG-0021:E004,time.window,TERM_ec418730669c,endpoint,S018,136
XLINK_ae78440f4756,M4-FUNG-0021:E004,observation.sample_matrix,TERM_642d0786204b,culture metabolites,S018,136
XLINK_3430efcf5664,M4-FUNG-0021:E004,assay.method,TERM_e6aef7f00c24,MS + NMR,S018,136
XLINK_822b0aa9cc8e,M4-FUNG-0021:E005,state.culture_architecture,TERM_225d2802fd2c,tricarballylic-ester pathway dissection,S007,137
XLINK_8338203346a6,M4-FUNG-0021:E005,state.medium,TERM_9e9b2b4fbf4f,fumonisin-producing fungal culture,S007,137
XLINK_08183b576bec,M4-FUNG-0021:E005,action.intervention,TERM_ebca60346d87,individual gene deletions,S007,137
XLINK_b2927deddec8,M4-FUNG-0021:E005,state.developmental_state,TERM_e3a987b2aa9a,vegetative production state,S007,137
XLINK_05c20e934491,M4-FUNG-0021:E005,time.window,TERM_ec418730669c,endpoint,S007,137
XLINK_20ce4f2840eb,M4-FUNG-0021:E005,observation.sample_matrix,TERM_642d0786204b,culture metabolites,S007,137
XLINK_c225da369912,M4-FUNG-0021:E005,assay.method,TERM_c382f2d8cd27,LC/MS + structure analysis,S007,137
XLINK_30939e927a25,M4-FUNG-0021:E006,state.culture_architecture,TERM_c3152914d3b2,in-vitro enzyme assay,S021,138
XLINK_a700e63ce976,M4-FUNG-0021:E006,state.medium,TERM_e3a435a3b729,biochemical reaction,S021,138
XLINK_9d35a9439822,M4-FUNG-0021:E006,action.intervention,TERM_9aceab9fb804,recombinant Fum14 or condensation domain + tricarballylic thioester,S021,138
XLINK_89ac15f4bb30,M4-FUNG-0021:E006,state.developmental_state,TERM_b753a732a008,purified enzyme,S021,138
XLINK_2e5652b0ce57,M4-FUNG-0021:E006,time.window,TERM_24f39c808d88,reaction endpoint,S021,138
XLINK_2ba456bc2746,M4-FUNG-0021:E006,observation.sample_matrix,TERM_eca24fb2da01,purified substrates/products,S021,138
XLINK_f4f0b634a711,M4-FUNG-0021:E006,assay.method,TERM_085297019635,biochemical esterification assay,S021,138
XLINK_3ba5a9322370,M4-FUNG-0021:E007,state.culture_architecture,TERM_95fa4d2f7831,self-protection/regulatory genetics,S008,139
XLINK_aac51ad4d08c,M4-FUNG-0021:E007,state.medium,TERM_ffe3e612ab63,ICI + 6 mM glutamine,S008,139
XLINK_e5447d61bca1,M4-FUNG-0021:E007,state.temperature_C,TERM_b8461041df77,28,S008,139
XLINK_c33078cc9df1,M4-FUNG-0021:E007,state.agitation,TERM_5a7c387468eb,180,S008,139
XLINK_033e5a2331b0,M4-FUNG-0021:E007,action.intervention,TERM_4b3b32d1b04a,"deletion, overexpression, ATP-site mutation",S008,139
XLINK_8563ab4e3867,M4-FUNG-0021:E007,state.developmental_state,TERM_e3a987b2aa9a,vegetative production state,S008,139
XLINK_59e1c0fd9bcb,M4-FUNG-0021:E007,time.window,TERM_772f4abae16a,2 d RNA; 7 d toxin,S008,139
XLINK_a19b42072e3d,M4-FUNG-0021:E007,observation.sample_matrix,TERM_a841c84a91de,cell-free medium + washed mycelium + RNA,S008,139
XLINK_d45ad5303ce6,M4-FUNG-0021:E007,assay.method,TERM_c55c5e9b1060,HPLC-HRMS + qRT-PCR + viability assays,S008,139
XLINK_aa3afd2b23ae,M4-FUNG-0021:E008,state.culture_architecture,TERM_66d0ab5b95d8,self-protection subcluster extension,S009,140
XLINK_19b2f508bcbc,M4-FUNG-0021:E008,state.medium,TERM_ead6cf25059b,Fusarium + S. cerevisiae,S009,140
XLINK_3c3ce3840fcf,M4-FUNG-0021:E008,action.intervention,TERM_40e0a584179b,FUM15/16 deletion/overexpression/heterologous expression,S009,140
XLINK_aa9e1f248cd7,M4-FUNG-0021:E008,state.developmental_state,TERM_4b4465df4de7,FB1-exposed state,S009,140
XLINK_068c7e606eb3,M4-FUNG-0021:E008,time.window,TERM_ec418730669c,endpoint,S009,140
XLINK_0f6799ebd8b1,M4-FUNG-0021:E008,observation.sample_matrix,TERM_74c8eafcbfac,ceramides + extracellular FB1 + viability,S009,140
XLINK_bd6828005e80,M4-FUNG-0021:E008,assay.method,TERM_0764d3e5395d,HPLC-HRMS + enzyme assay + localization,S009,140
XLINK_d67e682bb1ed,M4-FUNG-0021:E009,state.culture_architecture,TERM_32c359e877d9,chromatin-state perturbation,S013,141
XLINK_1d378983df93,M4-FUNG-0021:E009,state.medium,TERM_ac0bb9b6eef8,Czapek noninducing vs fructose-enriched inducing medium; 1 µM TSA,S013,141
XLINK_aa1776049727,M4-FUNG-0021:E009,action.intervention,TERM_27aeaf599b6d,HDAC inhibition / medium shift,S013,141
XLINK_462e757306a8,M4-FUNG-0021:E009,state.developmental_state,TERM_838741870ddf,vegetative growth,S013,141
XLINK_169078ce0e7d,M4-FUNG-0021:E009,time.window,TERM_aeeac821df75,7 d,S013,141
XLINK_899db0d473ce,M4-FUNG-0021:E009,observation.sample_matrix,TERM_476503f1fd75,RNA + FB1 + chromatin,S013,141
XLINK_04911efc20e5,M4-FUNG-0021:E009,assay.method,TERM_2399e8d4a92b,RT-qPCR + HPLC + ChIP,S013,141
XLINK_c87e5b47ac72,M4-FUNG-0021:E010,state.culture_architecture,TERM_21c35eb2f749,subcellular-organization experiment,S008; S015,142
XLINK_c402e7d2e84d,M4-FUNG-0021:E010,state.medium,TERM_524e8ade4539,ICI/6 mM Gln or related culture,S008; S015,142
XLINK_a4d3da048ddc,M4-FUNG-0021:E010,action.intervention,TERM_0a3f0f341a67,GFP/DsRed tagging and organelle perturbation,S008; S015,142
XLINK_d69574d6bb89,M4-FUNG-0021:E010,state.developmental_state,TERM_9aa724be472f,early production state,S008; S015,142
XLINK_6081a76f6ca4,M4-FUNG-0021:E010,time.window,TERM_eff80017b8aa,overnight/production state,S008; S015,142
XLINK_ad2bb6e50c6c,M4-FUNG-0021:E010,observation.sample_matrix,TERM_581abbb52a1d,living hyphae,S008; S015,142
XLINK_d29493e74d0f,M4-FUNG-0021:E010,assay.method,TERM_d75c00df2993,confocal microscopy,S008; S015,142
XLINK_21ebe58f25dc,M4-FUNG-0022:E001,state.culture_architecture,TERM_6a78886a698a,cluster sequencing/comparative genomics,S003,133
XLINK_426d86323639,M4-FUNG-0022:E001,state.medium,TERM_7682905f69e8,genomic DNA,S003,133
XLINK_c10643f43d28,M4-FUNG-0022:E001,action.intervention,TERM_c8afaa59909f,sequence FUM locus and compare with F. verticillioides/F. proliferatum,S003,133
XLINK_06c7f1a4478f,M4-FUNG-0022:E001,time.window,TERM_173819d0a718,sequence endpoint,S003,133
XLINK_eef00eae6c12,M4-FUNG-0022:E001,observation.sample_matrix,TERM_43473aeb85c4,DNA,S003,133
XLINK_c1891e415c61,M4-FUNG-0022:E001,assay.method,TERM_261fe3ef6bad,sequencing + alignment,S003,133
XLINK_214e32755fde,M4-FUNG-0022:E002,state.culture_architecture,TERM_5a37a1c173c0,cross-species complementation,S003,134
XLINK_78205a0835e8,M4-FUNG-0022:E002,state.medium,TERM_8cb0d0b237fb,fumonisin-producing Fusarium culture,S003,134
XLINK_3bd2eba01fd5,M4-FUNG-0022:E002,action.intervention,TERM_dc5d313b945d,complement same fum8-null host with alternative species FUM8 orthologs,S003,134
XLINK_7784e30b2a3a,M4-FUNG-0022:E002,state.developmental_state,TERM_19ca234cf857,productive state,S003,134
XLINK_6522b9c816b3,M4-FUNG-0022:E002,time.window,TERM_ec418730669c,endpoint,S003,134
XLINK_01a700caf84f,M4-FUNG-0022:E002,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,134
XLINK_9885e411d314,M4-FUNG-0022:E002,assay.method,TERM_08a1e3ca7257,genetics + LC/MS,S003,134
XLINK_c8a1cad72455,M4-FUNG-0022:E003,state.culture_architecture,TERM_947d8e6c690c,single-residue programming experiment,S004,135
XLINK_10da65ced33e,M4-FUNG-0022:E003,state.medium,TERM_6cc83fc5248b,cracked maize fumonisin assay,S004,135
XLINK_1c4d4d3f059b,M4-FUNG-0022:E003,state.temperature_C,TERM_0a5d984a7f93,room temperature,S004,135
XLINK_14773399df89,M4-FUNG-0022:E003,action.intervention,TERM_d6a3d595a73e,site-directed mutagenesis of Fum8 residue 580,S004,135
XLINK_623b2802fac8,M4-FUNG-0022:E003,state.developmental_state,TERM_a6b84c699bee,kernel-associated production,S004,135
