conflict_key,dossier_id,conflict_id,issue_type_raw,description_raw,evidence_A_raw,evidence_B_raw,interpretation_raw,status_raw,source_ids,source_row
M4-FUNG-0054:U002,M4-FUNG-0054,U002,class_label,"Historical MIBiG class NRPS describes the overall beta-lactam programme, but late locus itself has no NRPS.",database class,actual late genes,Refine class to late beta-lactam tailoring locus.,resolved-for-atlas,S001; S003,165
M4-FUNG-0054:U003,M4-FUNG-0054,U003,chromosome_number,Classical late-cluster chromosome numbering may differ across strains/assemblies.,PFGE literature,modern scaffolds,Retain split-cluster fact without overfixing chromosome number.,open-provenance,S007,166
M4-FUNG-0054:U004,M4-FUNG-0054,U004,ecological_role,CPC antibacterial activity/industrial utility does not establish native fungal function.,compound activity,no ecological fitness test,Keep native role unresolved.,open,S005,167
M4-FUNG-0055:U001,M4-FUNG-0055,U001,taxonomy/name history,"MIBiG BGC0000321.4 displays Collariella virescens, whereas current NCBI Taxonomy uses Achaetomiella virescens as the primary name for the same TaxID; older literature also uses Chaetomium-associated naming.",MIBiG v4 database nomenclature,current NCBI primary name plus historical literature naming,Preserve the database name and historical names as nomenclatural provenance while using Achaetomiella virescens for the current taxonomy field.,resolved-for-atlas,S001; S002; S004,146
M4-FUNG-0055:U002,M4-FUNG-0055,U002,mechanistic over-annotation,"A physical 15-CDS locus is available, but most exact enzyme assignments are inferential.",complete local sequence,limited direct perturbation/reconstitution,Keep membership and mechanism as separate evidence layers.,open,S004; S006,147
M4-FUNG-0056:U001,M4-FUNG-0056,U001,database boundary,MIBiG displays 20 CDSs whereas direct functional evidence concentrates on 12 sim genes.,20-CDS physical window,12-gene genetic programme,Treat 12 genes as functional core and retain eight flanking CDSs as database neighbors.,open,S001; S005,162
M4-FUNG-0056:U002,M4-FUNG-0056,U002,function category,SimC/SimD are pathway-relevant but not core biosynthetic catalysts.,cluster membership,deletion/fitness phenotype,Classify as self-protection/export context rather than catalytic necessity.,resolved,S005,163
M4-FUNG-0057:U001,M4-FUNG-0057,U001,boundary,21-CDS display versus four-gene causal core.,MIBiG physical region,targeted deletion/rescue data,Use DtxS1–4 as functional programme; retain flanks as non-causal or unvalidated neighbors.,resolved,S001; S004,165
M4-FUNG-0058:U001,M4-FUNG-0058,U001,taxonomic/database provenance,Retired MIBiG uses Aspergillus rugulosus; the 2012 defining paper uses Emericella rugulosa NRRL 11440; 2016 reassembly and current ATCC identify NRRL 11440 as Aspergillus pachycristatus.,retired MIBiG / historical paper nomenclature,2016 multigene/reassembly evidence and current ATCC strain identification,Use Aspergillus pachycristatus NRRL 11440 for current producer identity while retaining A. rugulosus/Emericella rugulosa as database and historical provenance.,resolved-for-atlas,S001; S004; S006; S007,150
M4-FUNG-0058:U002,M4-FUNG-0058,U002,regulatory inference,EcdB binds promoters but its deletion does not measurably reduce product output.,in vitro promoter binding,ΔecdB phenotype,Classify EcdB as nonessential/conditionally relevant rather than proven master activator.,resolved,S005,151
M4-FUNG-0058:U003,M4-FUNG-0058,U003,database status,MIBiG entry is retired despite strong biochemical/genetic evidence.,retired record,high-quality primary pathway evidence,"Retain dossier as historical evidence; retirement is a database-state fact, not invalidation of pathway.",resolved,S001; S004,152
M4-FUNG-0059:U001,M4-FUNG-0059,U001,organism provenance,Current MIBiG calls the producer Fusarium equiseti; defining 1993 paper identifies Fusarium scirpi.,MIBiG v4 taxonomy,primary-paper organism name,Preserve both; do not silently rewrite historical strain provenance.,open,S001; S004,135
M4-FUNG-0060:U001,M4-FUNG-0060,U001,taxonomic history,Defining literature uses Neotyphodium lolii nomenclature; current record uses Epichloe festucae var. lolii.,historical species name,current taxonomy,Treat as nomenclatural update.,resolved,S001; S004,143
M4-FUNG-0060:U002,M4-FUNG-0060,U002,boundary/completeness,MIBiG has six genes but larger EAS includes linked dmaW/lpsA/cloA and other genes.,19.4-kb displayed segment,genetic linkage/physical mapping,Treat current record as a partial functional view despite completeness='unknown'.,open,S001; S004,144
M4-FUNG-0061:U001,M4-FUNG-0061,U001,boundary,Current generated antiSMASH window is broader than the five-gene MIBiG evidence locus.,61.7-kb generated region,24.8-kb five-gene locus,Use evidence locus for reported boundary while noting broader genomic neighborhood.,resolved,S001,145
M4-FUNG-0061:U002,M4-FUNG-0061,U002,transporter inference,Physical cluster includes a putative MFS transporter but deletion does not demonstrate a required biosynthetic role.,annotation/adjacency,negative functional result,Do not treat transporter presence as product-export proof.,resolved,S006,146
M4-FUNG-0062:U001,M4-FUNG-0062,U001,taxonomy history,Current MIBiG uses Penicillium rubens; defining paper uses P. chrysogenum.,current taxonomy,historical industrial name,Treat as nomenclatural history for Wisconsin 54-1255 lineage.,resolved,S001; S004,144
M4-FUNG-0063:U001,M4-FUNG-0063,U001,database status,MIBiG retired the record because it is spread over multiple contigs.,retired database representation,strong genetic/biochemical literature,"Retain as a high-value historical dossier; retirement is representational, not biological invalidation.",resolved,S001; S004; S005,153
M4-FUNG-0063:U002,M4-FUNG-0063,U002,virulence inference,"Gliotoxin is strongly cytotoxic and present in infected lung, yet ΔgliP had no virulence defect in one low-dose murine model.",molecular/cellular activity,negative mouse survival phenotype,Encode virulence as context-dependent; do not infer universal pathogenic necessity.,open,S005,154
M4-FUNG-0064:U001,M4-FUNG-0064,U001,taxonomy history,Current MIBiG uses Bipolaris zeicola; classical literature uses Cochliobolus carbonum race 1.,current taxonomy,historical pathogen nomenclature,Preserve both names with strain/race provenance.,resolved,S001; S004; S005,152
M4-FUNG-0064:U002,M4-FUNG-0064,U002,database representation,Retired partial MIBiG sequence is tiny relative to the ~600-kb TOX2 superlocus.,M98024.2 partial record,physical mapping of duplicated TOX2 genes,"Use MIBiG accession as record identity, but TOX2 mapping as functional architecture.",resolved,S001; S004,153
M4-FUNG-0064:U003,M4-FUNG-0064,U003,regulatory architecture,TOXE disruption abolishes toxin but does not suppress HTS1 expression.,TOXE essential phenotype,HTS1 transcription persists,Pathway activation is distributed; no single transcriptional gate controls every required gene.,open,S007,154
M4-FUNG-0065:U001,M4-FUNG-0065,U001,boundary,MIBiG generated region is 46.7 kb whereas defining functional locus is ~22.3 kb.,current generated window,HasA-responsive/knockout-defined eight-gene locus,Use evidence locus for functional boundary and retain broad region as database context.,resolved,S001; S003,147
M4-FUNG-0065:U002,M4-FUNG-0065,U002,mechanistic completeness,Knockout metabolomics supports enzyme order but not every reaction has purified-enzyme proof.,comparative pathway intermediates,limited full biochemical reconstitution,Keep enzyme-level confidence graded.,open,S003,148
M4-FUNG-0066:U001,M4-FUNG-0066,U001,duplicate programme representation,BGC0000404 and BGC0000405 represent the same core penicillin chemistry at different genomic scopes.,56.8-kb amplified unit,complete three-gene catalytic cluster,Cross-link records; avoid double-counting independent pathways.,resolved,S001; S006,144
M4-FUNG-0066:U002,M4-FUNG-0066,U002,non-core ORFs,"Amplification co-selects 13 non-core ORFs, but their presence/transcription does not prove catalytic necessity.",region transcription,lack of strict indispensability,Retain as industrial context/modifier candidates.,open,S003,145
M4-FUNG-0067:U001,M4-FUNG-0067,U001,display versus core,"MIBiG displays a 59.5-kb region with neighboring CDSs, whereas only three genes are the classic catalytic core.",database display,functional characterization,"Retain broad sequence as genomic context, but label only pcbAB/C/penDE as direct core.",resolved,S001; S003,143
M4-FUNG-0068:U001,M4-FUNG-0068,U001,historical enzyme assignment,Earlier gene-to-step assignments for glandicoline oxidation were revised by knockout/intermediate analysis.,earlier homology-based assignment,2013 direct mutant metabolomics,Use direct 2013 RoqM/RoqO/RoqN sequence.,resolved,S003,150
M4-FUNG-0068:U002,M4-FUNG-0068,U002,global regulator generalization,LaeA controls penicillin strongly but does not equivalently control roquefortine C.,global-SM regulator expectation,negative roquefortine phenotype,Preserve cluster-specific regulator behavior.,resolved,S005,151
M4-FUNG-0069:U001,M4-FUNG-0069,U001,TdiE mechanism,"TdiE is required for efficient correct product formation, but its enzyme chemistry is not resolved.",strong reconstruction phenotype,no substrate-level reaction assignment,Record necessity as direct and mechanism as uncertain.,open,S003,144
M4-FUNG-0069:U002,M4-FUNG-0069,U002,boundary,"Current MIBiG generated region is ~42.9 kb, while the experimentally reconstructed locus is 9.76 kb.",database display,five-gene functional reconstruction,Use 9.76-kb evidence locus for functional boundary.,resolved,S001; S003,145
M4-FUNG-0070:U001,M4-FUNG-0070,U001,retirement reason,MIBiG states the record was retired in release 2.0 for unknown reasons.,database retirement,strong four-gene knockout/rescue evidence,Preserve record with explicit retired provenance.,open-provenance,S001; S003,141
M4-FUNG-0070:U002,M4-FUNG-0070,U002,pathway boundary,No FAS/PKS is present despite a hydroxy-fatty-acid moiety.,chemical structure,cluster gene inventory and feeding rescue,Model precursor supply outside the BGC rather than marking pathway incomplete.,resolved,S003,142
M4-FUNG-0071:U001,M4-FUNG-0071,U001,pathway class,"AFLA_095040 is annotated NRPS-like, but the product is demonstrably ribosomally encoded from UstA.",local protein annotation,precursor-sequence/genetic evidence,Classify as RiPP; do not infer NRPS scaffold synthesis from neighboring annotation.,resolved,S001; S004,159
M4-FUNG-0071:U002,M4-FUNG-0071,U002,functional boundary,MIBiG local cluster is not fully autonomous because KexB is outside it.,local BGC completeness unknown,ΔkexB nearly abolishes product,Encode out-of-cluster processing dependency explicitly.,open,S005,160
M4-FUNG-0071:U003,M4-FUNG-0071,U003,gene-count/boundary history,"Current MIBiG displays 19 CDSs in the evidence locus, while the A. oryzae activation study describes a 15-gene ust cluster.",current MIBiG physical display,functional/homologous cluster description in 2016 study,Treat 19 as current physical database features and 15 as the experimentally discussed functional cluster count; do not force them to be identical.,open-provenance,S001; S005,161
M4-FUNG-0072:U001,M4-FUNG-0072,U001,single-BGC representation,Legacy BGC0000629 corresponds to ATM1 although later work found essential ATM2 on another chromosome.,2004 single-locus discovery,2009 two-locus mapping,Treat record as historical partial view; functional pathway is two-locus.,resolved,S003; S004,149
M4-FUNG-0072:U002,M4-FUNG-0072,U002,retirement reason,MIBiG is retired but official narrative reason is not exposed in the ledger.,retired status,strong two-locus evidence,Do not infer that retirement invalidates pathway evidence.,open-provenance,S001,150
M4-FUNG-0073:U001,M4-FUNG-0073,U001,boundary/completeness,"MIBiG labels the 29.5-kb region complete, whereas later work describes a bipartite region with BcBot6/BcBot7 and AT-rich interruptions.",MIBiG completeness=complete,2016 expanded genomic/regulatory analysis,Treat the core biosynthetic route as complete while preserving broader architectural qualification.,resolved-by-scope,S001; S007,150
M4-FUNG-0073:U002,M4-FUNG-0073,U002,virulence necessity,"Botrydial has been described as a virulence factor, but B05.10 regulatory deletion data show BOT is dispensable for pathogenicity under tested conditions.",strain-specific virulence phenotype,B05.10 ΔBcbot6 pathogenicity phenotype,"Record virulence contribution as strain/context dependent, not universal.",resolved-by-context,S005; S007,151
M4-FUNG-0073:U003,M4-FUNG-0073,U003,BcBot7 function,BcBot7 lies in the expanded region but its exact biochemical contribution remains unresolved.,genomic association,limited direct pathway-function evidence,Retain as accessory/uncertain rather than assign a specific reaction.,open,S001; S007,152
