source_key,dossier_id,source_id,source_type_raw,year_raw,title_or_database_raw,doi_or_accession_raw,pmid_raw,url_raw,note,source_row
M4-FUNG-0056:S003,M4-FUNG-0056,S003,sequence,2013,GenBank QEPI01000018.1,QEPI01000018.1,,https://www.ncbi.nlm.nih.gov/nuccore/QEPI01000018.1,,169
M4-FUNG-0056:S004,M4-FUNG-0056,S004,primary research,2013,"The genome of Tolypocladium inflatum: evolution, organization, and expression of the cyclosporin biosynthetic gene cluster",10.1371/journal.pgen.1003496,23818858,https://pubmed.ncbi.nlm.nih.gov/23818858/,,170
M4-FUNG-0056:S005,M4-FUNG-0056,S005,primary research,2018,Cyclosporine Biosynthesis in Tolypocladium inflatum Benefits Fungal Adaptation to the Environment,10.1128/mBio.01211-18,30279281,https://pubmed.ncbi.nlm.nih.gov/30279281/,,171
M4-FUNG-0057:S001,M4-FUNG-0057,S001,database,2024,MIBiG BGC0000337.4,BGC0000337.4,,https://mibig.secondarymetabolites.org/repository/BGC0000337.4/,,169
M4-FUNG-0057:S002,M4-FUNG-0057,S002,taxonomy,2026,NCBI Taxonomy: Metarhizium robertsii ARSEF 23,TaxID 655844,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=655844,,170
M4-FUNG-0057:S003,M4-FUNG-0057,S003,sequence,2012,GenBank GL698760.1,GL698760.1,,https://www.ncbi.nlm.nih.gov/nuccore/GL698760.1,,171
M4-FUNG-0057:S004,M4-FUNG-0057,S004,primary research,2012,Unveiling the biosynthetic puzzle of destruxins in Metarhizium species,10.1073/pnas.1115983109,22232661,https://pubmed.ncbi.nlm.nih.gov/22232661/,,172
M4-FUNG-0057:S005,M4-FUNG-0057,S005,published correction,2016,"Correction for Wang et al., Unveiling the biosynthetic puzzle of destruxins in Metarhizium species",10.1073/pnas.1611317113,27457923,https://pubmed.ncbi.nlm.nih.gov/27457923/,Figure-level correction reviewed; core functional conclusions retained.,173
M4-FUNG-0057:S006,M4-FUNG-0057,S006,published correction,2016,"Correction to Supporting Information for Wang et al., Unveiling the biosynthetic puzzle of destruxins in Metarhizium species",10.1073/pnas.1611318113,27482116,https://pubmed.ncbi.nlm.nih.gov/27482116/,SI correction reviewed; no change to curated DtxS1–DtxS4 pathway interpretation.,174
M4-FUNG-0058:S001,M4-FUNG-0058,S001,database,2024,MIBiG BGC0000338.4,BGC0000338.4,,https://mibig.secondarymetabolites.org/repository/BGC0000338/,,156
M4-FUNG-0058:S002,M4-FUNG-0058,S002,taxonomy,2026,NCBI Taxonomy: Aspergillus rugulosus,TaxID 41736,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=41736,,157
M4-FUNG-0058:S003,M4-FUNG-0058,S003,sequence,2012,GenBank JX421684.1,JX421684.1,,https://www.ncbi.nlm.nih.gov/nuccore/JX421684.1,,158
M4-FUNG-0058:S004,M4-FUNG-0058,S004,primary research,2012,Identification and characterization of the echinocandin B biosynthetic gene cluster from Emericella rugulosa NRRL 11440,10.1021/ja307220z,22998630,https://pubmed.ncbi.nlm.nih.gov/22998630/,,159
M4-FUNG-0058:S005,M4-FUNG-0058,S005,primary research,2018,Functional analysis of EcdB in echinocandin B biosynthesis,10.1016/j.btre.2018.e00264,29992098,https://pubmed.ncbi.nlm.nih.gov/29992098/,,160
M4-FUNG-0058:S006,M4-FUNG-0058,S006,primary research / reassembly,2016,Echinocandin B biosynthesis: reassembly of the Ecd and Hty subclusters from Aspergillus pachycristatus NRRL 11440 reveals a single coherent gene cluster,10.1186/s12864-016-2885-x,27502607,https://pubmed.ncbi.nlm.nih.gov/27502607/,Supersedes the historical two-locus assembly interpretation while preserving the 2012 genetic evidence.,161
M4-FUNG-0058:S007,M4-FUNG-0058,S007,authoritative culture collection,current,ATCC 58397 — Aspergillus pachycristatus,ATCC 58397 / NRRL 11440,NA,https://www.atcc.org/products/58397,ATCC states NRRL 11440 was re-identified as Aspergillus pachycristatus by multigene sequence analysis.,162
M4-FUNG-0059:S001,M4-FUNG-0059,S001,database,2024,MIBiG BGC0000342.4,BGC0000342.4,,https://mibig.secondarymetabolites.org/repository/BGC0000342.4/,,139
M4-FUNG-0059:S002,M4-FUNG-0059,S002,taxonomy,2026,NCBI Taxonomy: Fusarium equiseti,TaxID 61235,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=61235,,140
M4-FUNG-0059:S003,M4-FUNG-0059,S003,sequence,1993,GenBank Z18755.3,Z18755.3,,https://www.ncbi.nlm.nih.gov/nuccore/Z18755.3,,141
M4-FUNG-0059:S004,M4-FUNG-0059,S004,primary research,1993,Molecular characterization of the enniatin synthetase gene encoding a multifunctional enzyme catalysing N-methyldepsipeptide formation in Fusarium scirpi,10.1111/j.1365-2958.1993.tb01181.x,8483420,https://pubmed.ncbi.nlm.nih.gov/8483420/,,142
M4-FUNG-0059:S005,M4-FUNG-0059,S005,review,2020,"Enniatins and beauvericin: chemistry, biosynthesis and toxicology review",10.3390/molecules25010038,,,,143
M4-FUNG-0059:S006,M4-FUNG-0059,S006,primary research,1988,Constitutive Expression of Enniatin Synthetase during Fermentative Growth of Fusarium scirpi,10.1128/aem.54.10.2504-2509.1988,16347758,https://pubmed.ncbi.nlm.nih.gov/16347758/,"Enniatin production occurred during mycelial growth but not stationary phase; synthetase protein and mRNA persisted through growth, stationary phase and spores.",144
M4-FUNG-0060:S001,M4-FUNG-0060,S001,database,2024,MIBiG BGC0000348.4,BGC0000348.4,,https://mibig.secondarymetabolites.org/repository/BGC0000348.4/,,148
M4-FUNG-0060:S002,M4-FUNG-0060,S002,taxonomy,2026,NCBI Taxonomy: Epichloe festucae var. lolii,TaxID 73839,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=73839,,149
M4-FUNG-0060:S003,M4-FUNG-0060,S003,sequence,2007,GenBank EF125025.1,EF125025.1,,https://www.ncbi.nlm.nih.gov/nuccore/EF125025.1,,150
M4-FUNG-0060:S004,M4-FUNG-0060,S004,primary research,2007,A complex ergovaline gene cluster in epichloe endophytes of grasses,10.1128/AEM.00257-07,17308187,https://pubmed.ncbi.nlm.nih.gov/17308187/,,151
M4-FUNG-0060:S005,M4-FUNG-0060,S005,primary research / follow-up genetics,2021,Genetic Manipulation of the Ergot Alkaloid Pathway in Epichloë festucae var. lolii and Its Effect on Black Beetle Feeding Deterrence,10.3390/toxins13020076,33498584,https://pubmed.ncbi.nlm.nih.gov/33498584/,Different E. festucae var. lolii strain (AR5); supports pathway/ecological interpretation but is not transferred as Fl1-specific direct evidence.,152
M4-FUNG-0061:S001,M4-FUNG-0061,S001,database,2024,MIBiG BGC0000355.5,BGC0000355.5,,https://mibig.secondarymetabolites.org/repository/BGC0000355/,,150
M4-FUNG-0061:S002,M4-FUNG-0061,S002,taxonomy,2026,NCBI Taxonomy: Aspergillus fumigatus Af293,TaxID 330879,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=330879,,151
M4-FUNG-0061:S003,M4-FUNG-0061,S003,sequence,2005,GenBank CM000174.1,CM000174.1,,https://www.ncbi.nlm.nih.gov/nuccore/CM000174.1,,152
M4-FUNG-0061:S004,M4-FUNG-0061,S004,primary research,2010,Anthranilate-activating modules from fungal nonribosomal peptide assembly lines,10.1021/bi100198y,20225828,https://pubmed.ncbi.nlm.nih.gov/20225828/,,153
M4-FUNG-0061:S005,M4-FUNG-0061,S005,primary research,2010,Enzymatic processing of fumiquinazoline F: a tandem oxidative-acylation strategy,10.1021/bi1012029,20804163,https://pubmed.ncbi.nlm.nih.gov/20804163/,,154
M4-FUNG-0061:S006,M4-FUNG-0061,S006,primary research,2014,Co-ordination between BrlA regulation and secretion of FmqD directs selective accumulation of fumiquinazoline C to conidial tissues,10.1111/cmi.12284,24612080,https://pubmed.ncbi.nlm.nih.gov/24612080/,,155
M4-FUNG-0061:S007,M4-FUNG-0061,S007,primary research,2021,Transcriptional Control of the Production of Aspergillus fumigatus Conidia-Borne Secondary Metabolite Fumiquinazoline C Important for Phagocytosis Protection,10.1093/genetics/iyab036,33705521,https://pubmed.ncbi.nlm.nih.gov/33705521/,,156
M4-FUNG-0062:S001,M4-FUNG-0062,S001,database,2024,MIBiG BGC0000357.5,BGC0000357.5,,https://mibig.secondarymetabolites.org/repository/BGC0000357/,,148
M4-FUNG-0062:S002,M4-FUNG-0062,S002,taxonomy,2026,NCBI Taxonomy: Penicillium rubens Wisconsin 54-1255,TaxID 500485,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=500485,,149
M4-FUNG-0062:S003,M4-FUNG-0062,S003,sequence,2008,GenBank AM920431.1,AM920431.1,,https://www.ncbi.nlm.nih.gov/nuccore/AM920431.1,,150
M4-FUNG-0062:S004,M4-FUNG-0062,S004,primary research,2014,A non-canonical NRPS is involved in the synthesis of fungisporin and related hydrophobic cyclic tetrapeptides in Penicillium chrysogenum,10.1371/journal.pone.0098212,24887561,https://pubmed.ncbi.nlm.nih.gov/24887561/,,151
M4-FUNG-0062:S005,M4-FUNG-0062,S005,primary chemistry,1969,Synthesis and structure of fungisporin,,5371403,https://pubmed.ncbi.nlm.nih.gov/5371403/,,152
M4-FUNG-0063:S001,M4-FUNG-0063,S001,database,2024,MIBiG BGC0000361.5,BGC0000361.5,,https://mibig.secondarymetabolites.org/repository/BGC0000361.5/,,158
M4-FUNG-0063:S002,M4-FUNG-0063,S002,taxonomy,2026,NCBI Taxonomy: Aspergillus fumigatus Af293,TaxID 330879,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=330879,,159
M4-FUNG-0063:S003,M4-FUNG-0063,S003,sequence,2005,Historical representative GenBank contig AAHF01000006.1,AAHF01000006.1,,https://www.ncbi.nlm.nih.gov/nuccore/AAHF01000006.1,,160
M4-FUNG-0063:S004,M4-FUNG-0063,S004,primary research,2005,Bioinformatic and expression analysis of the putative gliotoxin biosynthetic gene cluster of Aspergillus fumigatus,10.1016/j.femsle.2005.05.046,15979823,https://pubmed.ncbi.nlm.nih.gov/15979823/,,161
M4-FUNG-0063:S005,M4-FUNG-0063,S005,primary research,2006,Deletion of gliP results in loss of gliotoxin production but has no effect on virulence in a low-dose mouse infection model,10.1111/j.1365-2958.2006.05373.x,16956378,https://pubmed.ncbi.nlm.nih.gov/16956378/,,162
M4-FUNG-0063:S006,M4-FUNG-0063,S006,primary research,2006,"GliZ, a transcriptional regulator of gliotoxin biosynthesis, contributes to Aspergillus fumigatus virulence",10.1128/IAI.00780-06,17030582,https://pubmed.ncbi.nlm.nih.gov/17030582/,,163
M4-FUNG-0063:S007,M4-FUNG-0063,S007,primary research,2010,Transannular disulfide formation in gliotoxin biosynthesis and its role in self-resistance of Aspergillus fumigatus,,20593880,https://pubmed.ncbi.nlm.nih.gov/20593880/,,164
M4-FUNG-0063:S008,M4-FUNG-0063,S008,primary research,2015,"Interplay between Gliotoxin Resistance, Secretion, and the Methyl/Methionine Cycle in Aspergillus fumigatus",,26150413,https://pubmed.ncbi.nlm.nih.gov/26150413/,,165
M4-FUNG-0064:S001,M4-FUNG-0064,S001,database,2024,MIBiG BGC0000370.3,BGC0000370.3,,https://mibig.secondarymetabolites.org/repository/BGC0000370/,,158
M4-FUNG-0064:S002,M4-FUNG-0064,S002,taxonomy,2026,NCBI Taxonomy: Bipolaris zeicola,TaxID 5017,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=5017,,159
M4-FUNG-0064:S003,M4-FUNG-0064,S003,sequence,1992,GenBank M98024.2,M98024.2,,https://www.ncbi.nlm.nih.gov/nuccore/M98024.2,,160
M4-FUNG-0064:S004,M4-FUNG-0064,S004,primary research,2002,An extended physical map of the TOX2 locus of Cochliobolus carbonum required for biosynthesis of HC-toxin,10.1006/fgbi.2001.1305,11860263,https://pubmed.ncbi.nlm.nih.gov/11860263/,,161
M4-FUNG-0064:S005,M4-FUNG-0064,S005,primary research,1992,A cyclic peptide synthetase gene required for pathogenicity of Cochliobolus carbonum on maize,10.1073/pnas.89.14.6590,11607305,https://pubmed.ncbi.nlm.nih.gov/11607305/,,162
M4-FUNG-0064:S006,M4-FUNG-0064,S006,primary research,1997,A fatty acid synthase gene in Cochliobolus carbonum required for production of HC-toxin,10.1094/MPMI.1997.10.2.207,9057326,https://pubmed.ncbi.nlm.nih.gov/9057326/,,163
M4-FUNG-0064:S007,M4-FUNG-0064,S007,primary research,1998,Regulation of cyclic peptide biosynthesis and pathogenicity by TOXEp,10.1007/pl00008632,9894916,https://pubmed.ncbi.nlm.nih.gov/9894916/,,164
M4-FUNG-0064:S008,M4-FUNG-0064,S008,primary research,1999,A putative branched-chain-amino-acid transaminase gene required for HC-toxin biosynthesis and pathogenicity,10.1099/00221287-145-12-3539,10627051,https://pubmed.ncbi.nlm.nih.gov/10627051/,,165
M4-FUNG-0064:S009,M4-FUNG-0064,S009,primary research,2000,Reduced virulence caused by meiotic instability of the TOX2 chromosome,10.1094/MPMI.2000.13.1.80,10656588,https://pubmed.ncbi.nlm.nih.gov/10656588/,,166
M4-FUNG-0064:S010,M4-FUNG-0064,S010,primary research,1995,Inhibition of maize histone deacetylases by HC toxin,10.1105/tpc.7.11.1941,8535144,https://pubmed.ncbi.nlm.nih.gov/8535144/,,167
M4-FUNG-0064:S011,M4-FUNG-0064,S011,primary research,1991,"Enzymatic Detoxification of HC-toxin, the Host-Selective Cyclic Peptide from Cochliobolus carbonum",10.1104/pp.97.3.1080,16668492,https://pubmed.ncbi.nlm.nih.gov/16668492/,,168
M4-FUNG-0064:S012,M4-FUNG-0064,S012,primary research,1996,A putative cyclic peptide efflux pump encoded by TOXA,10.1099/13500872-142-6-1557,8704997,https://pubmed.ncbi.nlm.nih.gov/8704997/,,169
M4-FUNG-0064:S013,M4-FUNG-0064,S013,primary research,1992,The cyclic peptide synthetase catalyzing HC-toxin production is encoded by a 15.7-kilobase ORF,,1281482,https://pubmed.ncbi.nlm.nih.gov/1281482/,,170
M4-FUNG-0064:S014,M4-FUNG-0064,S014,primary research,1996,A transposon-like sequence at the TOX2 locus,10.1016/0378-1119(96)00228-4,8918240,https://pubmed.ncbi.nlm.nih.gov/8918240/,,171
M4-FUNG-0065:S001,M4-FUNG-0065,S001,database,2024,MIBiG BGC0000372.5,BGC0000372.5,,https://mibig.secondarymetabolites.org/repository/BGC0000372.5/,,152
M4-FUNG-0065:S002,M4-FUNG-0065,S002,taxonomy,2026,NCBI Taxonomy: Aspergillus fumigatus Af293,TaxID 330879,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=330879,,153
M4-FUNG-0065:S003,M4-FUNG-0065,S003,primary research,2013,A nonribosomal peptide synthetase-derived iron(III) complex from the pathogenic fungus Aspergillus fumigatus,10.1021/ja311145n,23360537,https://pubmed.ncbi.nlm.nih.gov/23360537/,,154
M4-FUNG-0065:S004,M4-FUNG-0065,S004,primary research,2014,Perturbations in small molecule synthesis uncovers an iron-responsive secondary metabolite network in Aspergillus fumigatus,,25386169,https://pubmed.ncbi.nlm.nih.gov/25386169/,,155
M4-FUNG-0065:S005,M4-FUNG-0065,S005,protein annotation,2026,HasE 7-dimethylallyl tryptophan synthase annotation,,,https://www.uniprot.org/,,156
M4-FUNG-0066:S001,M4-FUNG-0066,S001,database,2024,MIBiG BGC0000404.4,BGC0000404.4,,https://mibig.secondarymetabolites.org/repository/BGC0000404.4/,,149
M4-FUNG-0066:S002,M4-FUNG-0066,S002,taxonomy,2026,NCBI Taxonomy: Penicillium chrysogenum,TaxID 5076,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=5076,,150
M4-FUNG-0066:S003,M4-FUNG-0066,S003,primary research,2006,Transcriptional and bioinformatic analysis of the 56.8 kb DNA region amplified in tandem repeats containing the penicillin gene cluster,10.1016/j.fgb.2006.03.001,16713314,https://pubmed.ncbi.nlm.nih.gov/16713314/,,151
M4-FUNG-0066:S004,M4-FUNG-0066,S004,primary research,1995,The penicillin gene cluster is amplified in tandem repeats linked by conserved hexanucleotide sequences,,7597101,https://pubmed.ncbi.nlm.nih.gov/7597101/,,152
M4-FUNG-0066:S005,M4-FUNG-0066,S005,primary research,2010,Nonlinear biosynthetic gene cluster dose effect on penicillin production by Penicillium chrysogenum,,20851974,https://pubmed.ncbi.nlm.nih.gov/20851974/,,153
M4-FUNG-0066:S006,M4-FUNG-0066,S006,primary research,2007,Functional characterization of the penicillin biosynthetic gene cluster of Penicillium chrysogenum Wisconsin54-1255,10.1016/j.fgb.2007.03.008,17548217,https://pubmed.ncbi.nlm.nih.gov/17548217/,,154
M4-FUNG-0066:S007,M4-FUNG-0066,S007,primary research,2009,LaeA regulation of penicillin production in Penicillium chrysogenum,,18952140,https://pubmed.ncbi.nlm.nih.gov/18952140/,,155
M4-FUNG-0066:S008,M4-FUNG-0066,S008,primary research/review,2010,Peroxisomal compartmentation of penicillin biosynthesis in Penicillium chrysogenum,,,,,156
M4-FUNG-0067:S001,M4-FUNG-0067,S001,database,2024,MIBiG BGC0000405.5,BGC0000405.5,,https://mibig.secondarymetabolites.org/repository/BGC0000405.5/,,147
M4-FUNG-0067:S002,M4-FUNG-0067,S002,taxonomy,2026,NCBI Taxonomy: Penicillium chrysogenum,TaxID 5076,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=5076,,148
M4-FUNG-0067:S003,M4-FUNG-0067,S003,primary research,2007,Functional characterization of the penicillin biosynthetic gene cluster of Penicillium chrysogenum Wisconsin54-1255,10.1016/j.fgb.2007.03.008,17548217,https://pubmed.ncbi.nlm.nih.gov/17548217/,,149
M4-FUNG-0067:S004,M4-FUNG-0067,S004,primary research,1990,Cloning and heterologous expression of the penicillin biosynthetic gene cluster from Penicillium chrysogenum,,1368505,https://pubmed.ncbi.nlm.nih.gov/1368505/,,150
M4-FUNG-0067:S005,M4-FUNG-0067,S005,primary research,2010,Nonlinear biosynthetic gene cluster dose effect on penicillin production by Penicillium chrysogenum,,20851974,https://pubmed.ncbi.nlm.nih.gov/20851974/,,151
M4-FUNG-0067:S006,M4-FUNG-0067,S006,primary research/review,2010,Peroxisomal compartmentation of penicillin biosynthesis in Penicillium chrysogenum,,,,,152
M4-FUNG-0068:S001,M4-FUNG-0068,S001,database,2024,MIBiG BGC0000420.5,BGC0000420.5,,https://mibig.secondarymetabolites.org/repository/BGC0000420.5/,,155
M4-FUNG-0068:S002,M4-FUNG-0068,S002,taxonomy,2026,NCBI Taxonomy: Penicillium rubens Wisconsin 54-1255,TaxID 500485,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=500485,,156
M4-FUNG-0068:S003,M4-FUNG-0068,S003,primary research,2013,The roquefortine/meleagrine pathway in Penicillium chrysogenum: gene function and regulation,10.1371/journal.pone.0065328,23776469,https://pubmed.ncbi.nlm.nih.gov/23776469/,,157
M4-FUNG-0068:S004,M4-FUNG-0068,S004,primary research,2013,Branching and convergence in roquefortine/meleagrine biosynthesis,10.1074/jbc.M113.512665,24225953,https://pubmed.ncbi.nlm.nih.gov/24225953/,,158
M4-FUNG-0068:S005,M4-FUNG-0068,S005,primary research,2009,LaeA regulates penicillin but not roquefortine C in Penicillium chrysogenum,,18952140,https://pubmed.ncbi.nlm.nih.gov/18952140/,,159
M4-FUNG-0069:S001,M4-FUNG-0069,S001,database,2024,MIBiG BGC0000442.5,BGC0000442.5,,https://mibig.secondarymetabolites.org/repository/BGC0000442.5/,,149
M4-FUNG-0069:S002,M4-FUNG-0069,S002,taxonomy,2026,NCBI Taxonomy: Aspergillus nidulans FGSC A4,TaxID 227321,,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=227321,,150
M4-FUNG-0069:S003,M4-FUNG-0069,S003,primary research,2007,A five-gene fungal pathway for terrequinone A reconstructed in Escherichia coli,10.1038/nchembio.2007.20,17704773,https://pubmed.ncbi.nlm.nih.gov/17704773/,,151
M4-FUNG-0069:S004,M4-FUNG-0069,S004,primary research,2007,LaeA-based secondary-metabolite cluster boundary prediction and validation in Aspergillus nidulans,,17291795,https://pubmed.ncbi.nlm.nih.gov/17291795/,,152
M4-FUNG-0069:S005,M4-FUNG-0069,S005,primary research,2008,The Aspergillus nidulans enzyme TdiB catalyzes prenyltransfer to asterriquinone precursors,,18029206,https://pubmed.ncbi.nlm.nih.gov/18029206/,,153
M4-FUNG-0070:S001,M4-FUNG-0070,S001,database,2024,MIBiG BGC0000456.2 retired,BGC0000456.2,,https://mibig.secondarymetabolites.org/repository/BGC0000456.2/,,146
M4-FUNG-0070:S002,M4-FUNG-0070,S002,taxonomy,2026,NCBI Taxonomy: Lecanicillium sp.,TaxID 1756136,NA,https://www.ncbi.nlm.nih.gov/taxonomy/1756136,HF627 linkage is independently supported by curated VlmS/VlmB protein records using NCBI TaxID 1756136.,147
M4-FUNG-0070:S003,M4-FUNG-0070,S003,primary research,2014,Biosynthetic genes and precursor supply for the cyclic lipopeptide verlamelin,10.1007/s00253-014-5803-7,24848421,https://pubmed.ncbi.nlm.nih.gov/24848421/,,148
