claim_key,dossier_id,claim_id,claim_text,evidence_type_raw,direct_or_inferred_raw,supporting_detail_raw,caveat_raw,source_ids,source_row
M4-FUNG-0173:C002,M4-FUNG-0173,C002,"The UA pathway integrates synthesis, tailoring and export functions within a large coordinated locus.",,,,,S003; S004,29
M4-FUNG-0174:C001,M4-FUNG-0174,C001,KC990457 must not be used as direct locus evidence for lolitriol biosynthesis.,,,,,S003; S004,28
M4-FUNG-0174:C002,M4-FUNG-0174,C002,The retired record is retained solely to preserve historical database provenance.,,,,,S001,29
M4-FUNG-0175:C001,M4-FUNG-0175,C001,SnPKS19 is both necessary in the native producer and sufficient in a heterologous host for alternariol production.,,,,,S003,27
M4-FUNG-0175:C002,M4-FUNG-0175,C002,Alternariol production is context-dependent and was not required for tested virulence or oxidative-stress phenotypes.,,,,,S003,28
M4-FUNG-0176:C001,M4-FUNG-0176,C001,U. maydis synthesizes itaconate through trans-aconitate via the directly validated Adi1→Tad1 sequence.,,,,,S003,28
M4-FUNG-0176:C002,M4-FUNG-0176,C002,"Ria1 and Mtt1 are experimentally actionable production gates, each capable of approximately doubling yield when overexpressed.",,,,,S003,29
M4-FUNG-0177:C001,M4-FUNG-0177,C001,"EasA, EasB, EasC and EasD form a genetically validated mixed polyketide–nonribosomal peptide pathway for emericellamides.",,,,,S003,28
M4-FUNG-0177:C002,M4-FUNG-0177,C002,The seed locus should not be interpreted as requiring every gene in the broader current MIBiG display region for product formation.,,,,,S001; S003,29
M4-FUNG-0178:C001,M4-FUNG-0178,C001,Aflavarin production is linked to a veA-regulated five-gene secondary-metabolite cluster expressed predominantly during sclerotial development.,,,,,S003,28
M4-FUNG-0178:C002,M4-FUNG-0178,C002,The evidence does not justify assigning every annotated tailoring enzyme a specific chemical step.,,,,,S001; S003,29
M4-FUNG-0179:C001,M4-FUNG-0179,C001,PKS19 is the central biosynthetic marker for the fujikurin A–D pathway in F. fujikuroi IMI 58289.,,,,,S001; S003,28
M4-FUNG-0179:C002,M4-FUNG-0179,C002,"Fujikurins B–D were reported as new congeners, while fujikurin A corresponds to the previously known CR377 scaffold.",,,,,S003,29
M4-FUNG-0180:C001,M4-FUNG-0180,C001,Asperipin-2a is a bona fide fungal cyclic RiPP whose gene set was experimentally validated after genome-based prediction.,,,,,S003,28
M4-FUNG-0180:C002,M4-FUNG-0180,C002,The record does not support assigning a specific chemical step to every MIBiG-listed protein.,,,,,S001; S003,29
M4-FUNG-0181:C001,M4-FUNG-0181,C001,"MPAS/MPAO constitute a biologically plausible and transcriptionally supported usnic-acid candidate locus, not a genetically proven pathway.",,,,,S003,28
M4-FUNG-0181:C002,M4-FUNG-0181,C002,The retired status prevents this historical record from being counted as an active validated complete BGC.,,,,,S001; S002,29
M4-FUNG-0182:C001,M4-FUNG-0182,C001,Citrinin biosynthesis in M. ruber is supported by direct genetics and heterologous reconstruction from scaffold formation through successive oxidations.,,,,,S003,28
M4-FUNG-0182:C002,M4-FUNG-0182,C002,"The complete MIBiG region contains more genes than the minimal chemically resolved CitS/CitA–D sequence, so peripheral functions should remain separately graded.",,,,,S001; S003,29
M4-FUNG-0183:C001,M4-FUNG-0183,C001,"Squalestatin S1 biosynthesis is supported by production-state transcriptomics, genetic causality and heterologous/enzymatic reconstruction.",,,,,S003,28
M4-FUNG-0183:C002,M4-FUNG-0183,C002,The locus behaves as a coordinated production programme rather than a constitutively active set of biosynthetic genes.,,,,,S003,29
M4-FUNG-0184:C001,M4-FUNG-0184,C001,"The byssochlamic-acid locus is causally validated by native knockout and heterologous reconstruction, including identification of the cryptic cyclization machinery.",,,,,S004,28
M4-FUNG-0184:C002,M4-FUNG-0184,C002,PEBP-like proteins act as production enhancers rather than being treated as the sole cyclases.,,,,,S004,29
M4-FUNG-0185:C001,M4-FUNG-0185,C001,LcsA is the central NRPS of the leucinostatin A/B programme in P. lilacinum.,,,,,S003,28
M4-FUNG-0185:C002,M4-FUNG-0185,C002,"Current substrate-by-domain assignments should be treated as a mixture of direct pathway evidence and structure/sequence inference, not uniform biochemical proof.",,,,,S001,29
M4-FUNG-0186:C001,M4-FUNG-0186,C001,All seven mpa genes are functionally implicated in MPA biosynthesis by native gene-silencing phenotypes.,,,,,S003,28
M4-FUNG-0186:C002,M4-FUNG-0186,C002,"mpaF couples pathway metabolism to product self-resistance, making resistance competence part of the functional programme.",,,,,S003,29
M4-FUNG-0187:C001,M4-FUNG-0187,C001,The tcp locus is experimentally activatable and encodes ETP-related sulfur chemistry.,,,,,S003,29
M4-FUNG-0187:C002,M4-FUNG-0187,C002,A dysfunctional native P450 is the critical block to canonical ETP formation in strain 20.1.,,,,,S003,30
M4-FUNG-0188:C001,M4-FUNG-0188,C001,The NRRL 8112 locus forms a single coherent echinocandin-B biosynthetic cluster.,,,,,S003,26
M4-FUNG-0189:C001,M4-FUNG-0189,C001,"Tandem prenyltransferases PenI and PenG, separated by an oxidative activation step, directly generate the unusual 10-carbon prenyl-derived architecture.",,,,,S003,28
M4-FUNG-0190:C001,M4-FUNG-0190,C001,"SdnA, oxidative tailoring, SdnG-catalyzed IMDA chemistry and SdnJ glycosylation collectively define the core sordarin assembly logic.",,,,,S003; S004,29
M4-FUNG-0191:C001,M4-FUNG-0191,C001,Heterologous reconstruction provides direct pathway-level evidence for most of the chemical transformations from indole-diterpene precursor to penitrem.,,,,,S003,29
M4-FUNG-0192:C001,M4-FUNG-0192,C001,The defining study directly establishes precursor formation and cryptic cyclization logic for byssochlamic acid and agnestadride biosynthesis.,,,,,S003,28
M4-FUNG-0193:C001,M4-FUNG-0193,C001,The NRPS-like enzyme demonstrates an unusual adenylation-dependent carboxylate-reduction step on a prenylated aromatic substrate.,,,,,S003,28
M4-FUNG-0194:C001,M4-FUNG-0194,C001,"phomYc, phomYd and phomYe are genetically required for dehydroamino-acid installation in phomopsin biosynthesis.",,,,,S004,28
M4-FUNG-0194:C002,M4-FUNG-0194,C002,PhomM directly accounts for methylation converting phomopsin A toward phomopsin E.,,,,,S003,29
M4-FUNG-0195:C001,M4-FUNG-0195,C001,Resistance-gene-guided activation directly links the inp cluster to fellutamide B production.,,,,,S003,27
M4-FUNG-0195:C002,M4-FUNG-0195,C002,inpE is genetically required for resistance to internally produced fellutamide B when the cluster is activated.,,,,,S003,28
M4-FUNG-0196:C001,M4-FUNG-0196,C001,Heterologous reconstruction directly establishes the citreoviridin biosynthetic pathway and the role of a highly reducing PKS in scaffold formation.,,,,,S003,28
M4-FUNG-0197:C001,M4-FUNG-0197,C001,The melleolide functional programme extends beyond the retired core locus because late halogenation is supplied by multiple extracluster FAD-dependent halogenases.,,,,,S003,30
M4-FUNG-0198:C001,M4-FUNG-0198,C001,"Trypacidin causality is directly anchored to the tpc cluster, while endocrocin is a partially redundant/shunt product generated by both tpc and enc pathways.",,,,,S003,30
M4-FUNG-0199:C001,M4-FUNG-0199,C001,"Sorbicillin access is both biosynthetic and regulatory: SorA/SorB are required for precursor formation, while SorR1/SorR2 and sorbicillinoid autoinduction control pathway expression.",,,,,S004,30
M4-FUNG-0200:C001,M4-FUNG-0200,C001,The caz pathway directly demonstrates sequential/convergent cooperation between HR-PKS and NR-PKS enzymes followed by combinatorial redox diversification.,,,,,S003; S004,30
M4-FUNG-0201:C001,M4-FUNG-0201,C001,LepE provides a strong pathway-specific access switch linking transcriptional activation to leporin B production and developmental consequences.,,,,,S003,30
M4-FUNG-0202:C001,M4-FUNG-0202,C001,Pks27-dependent anthraquinone pigmentation is a sclerotial defense programme distinct from conidial melanin and is controlled by the developmental regulator VeA.,,,,,S003,30
M4-FUNG-0203:C001,M4-FUNG-0203,C001,"UcsR activation and ΔucsA genetics establish a complete, experimentally accessible assembly line in which methylproline incorporation and oxidative/cyclization steps build the UCS1025A scaffold.",,,,,S003,30
M4-FUNG-0204:C001,M4-FUNG-0204,C001,MacJ provides direct evidence for an unusual late-stage integral-membrane terpene cyclization step in macrophorin biosynthesis.,,,,,S003,30
M4-FUNG-0205:C001,M4-FUNG-0205,C001,"The wortmanamide system directly demonstrates that a highly degenerate-looking fungal NRPS condensation domain can retain selective, productive condensation activity at the terminus of a PKS pathway.",,,,,S003,30
M4-FUNG-0206:C001,M4-FUNG-0206,C001,Aspterric acid is a direct biosynthesis-plus-self-resistance system: AstA–AstC make the inhibitor and AstD is a resistant copy of its enzymatic target.,,,,,S003,30
M4-FUNG-0207:C001,M4-FUNG-0207,C001,Alpha-acorenol production is genetically associated with FFUJ_10353 in F. fujikuroi IMI 58289.,,,,,S001; S003,29
M4-FUNG-0208:C001,M4-FUNG-0208,C001,cu-pks-4 is a transcriptionally active lichen PKS in a candidate accessory-gene neighborhood; direct 6-hydroxymellein biosynthesis was not demonstrated.,,,,,S003,29
M4-FUNG-0209:C001,M4-FUNG-0209,C001,The ~29.4-kb adr cluster is causally associated with andrastin-A biosynthesis in P. roqueforti by systematic gene-silencing phenotypes.,,,,,S003,29
M4-FUNG-0210:C001,M4-FUNG-0210,C001,"Aspercryptin biosynthesis is directly anchored by ΔatnA and ΔatnF loss-of-production phenotypes, precursor rescue and RpdA-dependent chromatin activation.",,,,,S003,29
M4-FUNG-0211:C001,M4-FUNG-0211,C001,asaC and oxidative-tailoring knockout phenotypes directly establish aspergillic-acid pathway causality in A. flavus NRRL3357.,,,,,S003,29
M4-FUNG-0212:C001,M4-FUNG-0212,C001,A two-NRPS ApmA/ApmB system is sufficient and necessary for asperphenamate biosynthesis in the defining P. brevicompactum system; BGC0001517 is supported by homology rather than direct A. terreus genetics.,,,,,S003,29
M4-FUNG-0213:C001,M4-FUNG-0213,C001,"The astellolide pathway is supported by direct genetic and biochemical resolution of drimane-core formation, NRPS-mediated esterification and chromatin-dependent access.",,,,,S003,29
M4-FUNG-0214:C001,M4-FUNG-0214,C001,BGC0001527 represents an experimentally characterized Basidiomycota basidioferrin siderophore system whose principal supported biological function is iron acquisition.,,,,,S003,29
M4-FUNG-0215:C001,M4-FUNG-0215,C001,BtcA directly forms the betaestacin-I sesterterpene scaffold and BtcB drives oxidative conversion toward betaestacin II in heterologous reconstruction.,,,,,S003,29
M4-FUNG-0216:C001,M4-FUNG-0216,C001,"C. beticola cercosporin biosynthesis requires an expanded CTB programme beyond the classic eight-gene model, and pathway disruption directly links toxin production to virulence.",,,,,S003,29
M4-FUNG-0217:C001,M4-FUNG-0217,C001,The C. zeina cercosporin-like programme is blocked at native CTB7 under tested in-vitro conditions; functional donor CTB7 complementation restores chemically confirmed cercosporin.,,,,,S003,29
M4-FUNG-0218:C001,M4-FUNG-0218,C001,"BGC0001544 is a plausible chlorflavonin locus supported by comparative genomic and chemical evidence, but direct native pathway genetics remain limited.",,,,,S001; S003,29
M4-FUNG-0219:C001,M4-FUNG-0219,C001,Chry1/NRPS14 is causally required for chrysogine biosynthesis in F. graminearum PH-1 and its overexpression increases pathway output.,,,,,S003,29
M4-FUNG-0220:C001,M4-FUNG-0220,C001,Ctr-P450 directly converts the andrastin pathway output toward citreohybridonol and multiple oxidized congeners.,,,,,S003,29
M4-FUNG-0221:C001,M4-FUNG-0221,C001,BGC0001557 is a retired duplicate and must not inflate active cornexistin-cluster counts.,,,,,S001,29
M4-FUNG-0222:C001,M4-FUNG-0222,C001,"Heterologous expression confirms the curvupallide-B PKS-NRPS pathway association, while cluster completeness remains unresolved.",,,,,S001; S003,29
M4-FUNG-0223:C001,M4-FUNG-0223,C001,"The CsC locus is strongly supported by matched chemistry, genome sequencing and close synteny to the characterized CsA cluster.",,,,,S003,29
M4-FUNG-0224:C001,M4-FUNG-0224,C001,Demethoxyviridin pathway architecture and many individual steps are directly resolved by systematic deletions and intermediate isolation.,,,,,S003,29
M4-FUNG-0225:C001,M4-FUNG-0225,C001,A specialized C. africana CloA allele is sufficient to convert the festuclavine branch toward DHLA in a heterologous fungal host.,,,,,S003,29
M4-FUNG-0226:C001,M4-FUNG-0226,C001,Duclauxin complexity is generated by a directly supported redox cascade beginning with DuxM-mediated phenalenone cleavage and including P450-catalyzed dimerization.,,,,,S003,29
M4-FUNG-0227:C001,M4-FUNG-0227,C001,Melinacidin IV is infection-induced and directly inhibits the Pseudonocardia defensive mutualist in the leafcutter-ant symbiosis.,,,,,S003,29
M4-FUNG-0228:C001,M4-FUNG-0228,C001,"Fusarielin H biosynthesis is anchored by an HR-PKS/trans-ER pathway with experimentally resolved oxidative tailoring, but one terminal reduction remains unassigned.",,,,,S003; S004,29
M4-FUNG-0229:C001,M4-FUNG-0229,C001,F. fujikuroi GA biosynthesis is a genetically resolved seven-enzyme programme centered on CPS/KS and oxidative tailoring.,,,,,S003; S004,29
M4-FUNG-0230:C001,M4-FUNG-0230,C001,"Gpy1 is directly necessary for gibepyrone A biosynthesis, whereas oxidative diversification partly depends on extracluster P450 chemistry.",,,,,S003,29
M4-FUNG-0231:C001,M4-FUNG-0231,C001,NRPS disruption establishes direct genetic causality between the gliovirin programme and gliovirin production.,,,,,S003,29
M4-FUNG-0232:C001,M4-FUNG-0232,C001,Deletion of thtri5 provides direct genetic support for the T. hypoxylon harzianum-B trichothecene programme.,,,,,S003,29
M4-FUNG-0233:C001,M4-FUNG-0233,C001,HimA disruption and isotope feeding directly establish the hybrid polyketide/leucine origin of himeic acid A.,,,,,S003,29
M4-FUNG-0234:C001,M4-FUNG-0234,C001,"A bifunctional STS-HMGS fusion directly generates hirsutene in S. hirsutum, with the STS domain acting as a highly specific 1,11-cyclizing sesquiterpene synthase.",,,,,S003,29
M4-FUNG-0235:C001,M4-FUNG-0235,C001,The imq programme is a bacteria-responsive cryptic fungal pathway whose imizoquin products protect germination from oxidative stress and antagonize Ralstonia.,,,,,S003,29
M4-FUNG-0236:C001,M4-FUNG-0236,C001,"IacE deletion directly establishes prenylation as essential for iso-A82775C biosynthesis, with later work extending causal support to multiple iac genes.",,,,,S003; S004,29
M4-FUNG-0237:C001,M4-FUNG-0237,C001,BGC0001626 is best treated as an active but inference-heavy isoindolinone candidate record; direct pathway causality in S. chlorohalonata IBT 40285 remains unvalidated.,,,,,S001; S003,29
M4-FUNG-0238:C001,M4-FUNG-0238,C001,"KK-1 is associated with this C. clavata NRPS-type record, but current evidence does not establish a complete pathway boundary.",,,,,S001; S003,24
