observation_id,dossier_id,experiment_key,observation_type,subject_type,subject_id,value_raw,measurement_scale,timepoint_raw,source_ids,source_row,normalization_status
OBS_1166452cc3cd,M4-FUNG-0023,,measurement,UNRESOLVED_REFERENCE,M001,C23H29NO7,qualitative_or_text,current authoritative compound record,S009,151,mapped
OBS_58f90e3376f8,M4-FUNG-0023,,measurement,UNRESOLVED_REFERENCE,M001,0.1,quantitative,cell assay,S012,152,mapped
OBS_81e33a9398bc,M4-FUNG-0024,M4-FUNG-0024:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0024:E001,WT produces griseofulvin and dechlorogriseofulvin; establishes native pathway access,qualitative_or_composite,endpoint,S003,138,unreviewed
OBS_ddf233f45f3e,M4-FUNG-0024,M4-FUNG-0024:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0024:E002,griseofulvin and dechlorogriseofulvin abolished,qualitative_or_composite,endpoint,S003,139,unreviewed
OBS_77f9f0bb4425,M4-FUNG-0024,M4-FUNG-0024:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0024:E003,griseofulvin abolished while dechlorogriseofulvin remains; establishes late/regiospecific chlorination role,qualitative_or_composite,endpoint,S003,140,unreviewed
OBS_13d4c87be252,M4-FUNG-0024,M4-FUNG-0024:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0024:E004,"distinct regioselective unmethylated intermediates/shunts accumulate, assigning 3-OH, 9-OH and 5-OH methylation",qualitative_or_composite,endpoint,S004,141,unreviewed
OBS_786f7c4413b4,M4-FUNG-0024,M4-FUNG-0024:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0024:E005,"loss of grisan formation with griseophenone precursors, assigning oxidative phenolic coupling",qualitative_or_composite,endpoint,S004,142,unreviewed
OBS_bd8260b1b99e,M4-FUNG-0024,M4-FUNG-0024:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0024:E006,ΔgsfE traps dehydro products; ΔgsfK retains griseofulvin/dechlorogriseofulvin,qualitative_or_composite,endpoint,S004,143,unreviewed
OBS_7c7aba61861e,M4-FUNG-0024,M4-FUNG-0024:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0024:E007,griseofulvin/dechlorogriseofulvin retained,qualitative_or_composite,endpoint,S004,144,unreviewed
OBS_4916aac32392,M4-FUNG-0024,M4-FUNG-0024:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0024:E008,griseofulvin reconstructed in vitro from malonyl-CoA using the concise seven-enzyme pathway,qualitative_or_composite,reaction endpoint,S004,145,unreviewed
OBS_3480b5bffc0a,M4-FUNG-0024,M4-FUNG-0024:E009,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0024:E009,supports sequential phenolic O-H abstraction/radical coupling rather than arene epoxidation,qualitative_or_composite,reaction endpoint,S008,146,unreviewed
OBS_e651d4d04840,M4-FUNG-0024,M4-FUNG-0024:E001,measurement,EXPERIMENT,M4-FUNG-0024:E001,55000,quantitative,sequence,S001,150,mapped
OBS_ef0d59009f06,M4-FUNG-0024,M4-FUNG-0024:E001,measurement,EXPERIMENT,M4-FUNG-0024:E001,21,quantitative,sequence,S001,151,mapped
OBS_d17f7376a843,M4-FUNG-0024,M4-FUNG-0024:E001,measurement,EXPERIMENT,M4-FUNG-0024:E001,13,quantitative,cluster,S003,152,mapped
OBS_d3565d7d0639,M4-FUNG-0024,M4-FUNG-0024:E008,measurement,EXPERIMENT,M4-FUNG-0024:E008,7,quantitative,cell-free total biosynthesis,S004,153,mapped
OBS_f3e90da88324,M4-FUNG-0024,M4-FUNG-0024:E001,measurement,EXPERIMENT,M4-FUNG-0024:E001,28,quantitative,production,S003,154,mapped
OBS_893b8603c346,M4-FUNG-0024,M4-FUNG-0024:E003,measurement,EXPERIMENT,M4-FUNG-0024:E003,2,quantitative,screen,S003,155,mapped
OBS_583d4f55774a,M4-FUNG-0024,M4-FUNG-0024:E003,measurement,EXPERIMENT,M4-FUNG-0024:E003,28,quantitative,isolation,S003,156,mapped
OBS_3e1bae5c8b77,M4-FUNG-0024,M4-FUNG-0024:E003,measurement,EXPERIMENT,M4-FUNG-0024:E003,2,quantitative,isolation,S003,157,mapped
OBS_464d70c8664e,M4-FUNG-0024,M4-FUNG-0024:E003,measurement,EXPERIMENT,M4-FUNG-0024:E003,50,quantitative,enzyme assay,S004,158,mapped
OBS_187cadf68354,M4-FUNG-0024,M4-FUNG-0024:E008,measurement,EXPERIMENT,M4-FUNG-0024:E008,1,quantitative,biosynthesis,S004,159,mapped
OBS_f9290ba4097c,M4-FUNG-0025,M4-FUNG-0025:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0025:E001,"DSM11931 and DSM11932 cluster sequences differ by only ~0.1% nucleotide substitutions, mostly silent",qualitative_or_composite,sequence endpoint,S003,125,unreviewed
OBS_c19b424aae16,M4-FUNG-0025,M4-FUNG-0025:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0025:E002,"DSM11931 yielded no colonies under the best procedure used, whereas DSM11932 averaged ~1 colony per transformation",qualitative_or_composite,transformation endpoint,S003,126,unreviewed
OBS_a969cf3754be,M4-FUNG-0025,M4-FUNG-0025:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0025:E003,four integrants show reduced hypothemycin and increased 4-O-desmethylhypothemycin; best reisolate strongly shifts product spectrum,qualitative_or_composite,endpoint,S003,127,unreviewed
OBS_54b8f3df2950,M4-FUNG-0025,M4-FUNG-0025:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0025:E004,seven of eight clones produce ~20 mg/L DHZ; either PKS alone gives no comparable RAL product,qualitative_or_composite,endpoint,S003,128,unreviewed
OBS_3ad28f18ce10,M4-FUNG-0025,M4-FUNG-0025:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0025:E005,"DHZ is converted into methylated, epoxidized or hydroxylated products, respectively",qualitative_or_composite,endpoint,S003,129,unreviewed
OBS_c34ae5bb7a04,M4-FUNG-0025,M4-FUNG-0025:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0025:E006,Hpm5 shows near-complete methylation of suitable unmethylated RALs; Hpm7 epoxidizes desepoxyhypothemycin and zearalenone,qualitative_or_composite,60 min,S003,130,unreviewed
OBS_362308c99396,M4-FUNG-0025,M4-FUNG-0025:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0025:E007,Purified Hpm2 rapidly equilibrates hypothemycin/aigialomycin A to ~85% trans / 15% cis in the 2008 defining study.,qualitative_or_composite,endpoint,S003,131,unreviewed
OBS_58df2605e333,M4-FUNG-0025,M4-FUNG-0025:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0025:E008,multiple hypothemycin analogues isolated from both strains; 4-O-demethylhypothemycin has selective BRAF-mutant cytotoxicity,qualitative_or_composite,endpoint,S004,132,unreviewed
OBS_424c65263258,M4-FUNG-0025,M4-FUNG-0025:E001,measurement,EXPERIMENT,M4-FUNG-0025:E001,36275,quantitative,sequence,S001; S002,136,mapped
OBS_46ee0951c8d5,M4-FUNG-0025,M4-FUNG-0025:E001,measurement,EXPERIMENT,M4-FUNG-0025:E001,9,quantitative,cluster,S001,137,mapped
OBS_a4b9bf226473,M4-FUNG-0025,M4-FUNG-0025:E001,measurement,EXPERIMENT,M4-FUNG-0025:E001,0.1,quantitative,comparison,S003,138,mapped
OBS_5950d1a12f65,M4-FUNG-0025,M4-FUNG-0025:E002,measurement,EXPERIMENT,M4-FUNG-0025:E002,0,quantitative,endpoint,S003,139,mapped
OBS_067aebbe11a0,M4-FUNG-0025,M4-FUNG-0025:E002,measurement,EXPERIMENT,M4-FUNG-0025:E002,1,quantitative,endpoint,S003,140,mapped
OBS_fcdff4ef4d9e,M4-FUNG-0025,M4-FUNG-0025:E003,measurement,EXPERIMENT,M4-FUNG-0025:E003,65,quantitative,production,S003,141,mapped
OBS_96fdb303e7b7,M4-FUNG-0025,M4-FUNG-0025:E003,measurement,EXPERIMENT,M4-FUNG-0025:E003,45,quantitative,production,S003,142,mapped
OBS_a8d2419e7a7e,M4-FUNG-0025,M4-FUNG-0025:E003,measurement,EXPERIMENT,M4-FUNG-0025:E003,<1,qualitative_or_text,production,S003,143,mapped
OBS_6299c51ffa2d,M4-FUNG-0025,M4-FUNG-0025:E003,measurement,EXPERIMENT,M4-FUNG-0025:E003,800,quantitative,production,S003,144,mapped
OBS_9a6497fa0770,M4-FUNG-0025,M4-FUNG-0025:E003,measurement,EXPERIMENT,M4-FUNG-0025:E003,180,quantitative,production,S003,145,mapped
OBS_7c78827bcc12,M4-FUNG-0025,M4-FUNG-0025:E003,measurement,EXPERIMENT,M4-FUNG-0025:E003,10,quantitative,production,S003,146,mapped
OBS_5f89814b77db,M4-FUNG-0025,M4-FUNG-0025:E004,measurement,EXPERIMENT,M4-FUNG-0025:E004,7,quantitative,screen,S003,147,mapped
OBS_c4da0224e531,M4-FUNG-0025,M4-FUNG-0025:E004,measurement,EXPERIMENT,M4-FUNG-0025:E004,20,quantitative,endpoint,S003,148,mapped
OBS_fb0e03be477d,M4-FUNG-0025,M4-FUNG-0025:E006,measurement,EXPERIMENT,M4-FUNG-0025:E006,100,quantitative,enzyme assay,S003,149,mapped
OBS_dc97fad6745e,M4-FUNG-0025,M4-FUNG-0025:E006,measurement,EXPERIMENT,M4-FUNG-0025:E006,86,quantitative,enzyme assay,S003,150,mapped
OBS_694e30faaee6,M4-FUNG-0025,M4-FUNG-0025:E007,measurement,EXPERIMENT,M4-FUNG-0025:E007,85,quantitative,enzyme assay,S003,151,mapped
OBS_9477d4245542,M4-FUNG-0025,M4-FUNG-0025:E007,measurement,EXPERIMENT,M4-FUNG-0025:E007,15,quantitative,enzyme assay,S003,152,mapped
OBS_7c6c4cc42232,M4-FUNG-0026,M4-FUNG-0026:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0026:E001,"DSM11931 and DSM11932 cluster sequences differ by only ~0.1% nucleotide substitutions, mostly silent",qualitative_or_composite,sequence endpoint,S003,125,unreviewed
OBS_65862a98f0cd,M4-FUNG-0026,M4-FUNG-0026:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0026:E002,"DSM11931 yielded no colonies under the best procedure used, whereas DSM11932 averaged ~1 colony per transformation",qualitative_or_composite,transformation endpoint,S003,126,unreviewed
OBS_d2034b75a9e9,M4-FUNG-0026,M4-FUNG-0026:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0026:E003,four integrants show reduced hypothemycin and increased 4-O-desmethylhypothemycin; best reisolate strongly shifts product spectrum,qualitative_or_composite,endpoint,S003,127,unreviewed
OBS_3812306c5878,M4-FUNG-0026,M4-FUNG-0026:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0026:E004,seven of eight clones produce ~20 mg/L DHZ; either PKS alone gives no comparable RAL product,qualitative_or_composite,endpoint,S003,128,unreviewed
OBS_f68d9df601be,M4-FUNG-0026,M4-FUNG-0026:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0026:E005,"DHZ is converted into methylated, epoxidized or hydroxylated products, respectively",qualitative_or_composite,endpoint,S003,129,unreviewed
OBS_45117cc7693f,M4-FUNG-0026,M4-FUNG-0026:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0026:E006,Hpm5 shows near-complete methylation of suitable unmethylated RALs; Hpm7 epoxidizes desepoxyhypothemycin and zearalenone,qualitative_or_composite,60 min,S003,130,unreviewed
OBS_61807451c279,M4-FUNG-0026,M4-FUNG-0026:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0026:E007,Purified Hpm2 rapidly equilibrates hypothemycin/aigialomycin A to ~85% trans / 15% cis in the 2008 defining study.,qualitative_or_composite,endpoint,S003,131,unreviewed
OBS_1cafafd711b3,M4-FUNG-0026,M4-FUNG-0026:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0026:E008,multiple hypothemycin analogues isolated from both strains; 4-O-demethylhypothemycin has selective BRAF-mutant cytotoxicity,qualitative_or_composite,endpoint,S004,132,unreviewed
OBS_ce561fd2f6d3,M4-FUNG-0026,M4-FUNG-0026:E001,measurement,EXPERIMENT,M4-FUNG-0026:E001,42765,quantitative,sequence,S001; S002,136,mapped
OBS_e5dc1d3e19d2,M4-FUNG-0026,M4-FUNG-0026:E001,measurement,EXPERIMENT,M4-FUNG-0026:E001,10,quantitative,cluster,S001; S002,137,mapped
OBS_689ec0dabc3e,M4-FUNG-0026,M4-FUNG-0026:E001,measurement,EXPERIMENT,M4-FUNG-0026:E001,0.1,quantitative,comparison,S003,138,mapped
OBS_91031fa62fe5,M4-FUNG-0026,M4-FUNG-0026:E002,measurement,EXPERIMENT,M4-FUNG-0026:E002,0,quantitative,endpoint,S003,139,mapped
OBS_3f17f2e5aa49,M4-FUNG-0026,M4-FUNG-0026:E002,measurement,EXPERIMENT,M4-FUNG-0026:E002,1,quantitative,endpoint,S003,140,mapped
OBS_dc37e19c66ef,M4-FUNG-0026,M4-FUNG-0026:E003,measurement,EXPERIMENT,M4-FUNG-0026:E003,65,quantitative,production,S003,141,mapped
OBS_7aced1762009,M4-FUNG-0026,M4-FUNG-0026:E003,measurement,EXPERIMENT,M4-FUNG-0026:E003,45,quantitative,production,S003,142,mapped
OBS_03b145568c2f,M4-FUNG-0026,M4-FUNG-0026:E003,measurement,EXPERIMENT,M4-FUNG-0026:E003,<1,qualitative_or_text,production,S003,143,mapped
OBS_aff03e321e81,M4-FUNG-0026,M4-FUNG-0026:E003,measurement,EXPERIMENT,M4-FUNG-0026:E003,800,quantitative,production,S003,144,mapped
OBS_c2440d11ef1f,M4-FUNG-0026,M4-FUNG-0026:E003,measurement,EXPERIMENT,M4-FUNG-0026:E003,180,quantitative,production,S003,145,mapped
OBS_46658be07b1f,M4-FUNG-0026,M4-FUNG-0026:E003,measurement,EXPERIMENT,M4-FUNG-0026:E003,10,quantitative,production,S003,146,mapped
OBS_e1f96f9c79f5,M4-FUNG-0026,M4-FUNG-0026:E004,measurement,EXPERIMENT,M4-FUNG-0026:E004,7,quantitative,screen,S003,147,mapped
OBS_dd11d79ec6ff,M4-FUNG-0026,M4-FUNG-0026:E004,measurement,EXPERIMENT,M4-FUNG-0026:E004,20,quantitative,endpoint,S003,148,mapped
OBS_84b273038f43,M4-FUNG-0026,M4-FUNG-0026:E006,measurement,EXPERIMENT,M4-FUNG-0026:E006,100,quantitative,enzyme assay,S003,149,mapped
OBS_7d22873db4a8,M4-FUNG-0026,M4-FUNG-0026:E006,measurement,EXPERIMENT,M4-FUNG-0026:E006,86,quantitative,enzyme assay,S003,150,mapped
OBS_1c9b1fb7581f,M4-FUNG-0026,M4-FUNG-0026:E007,measurement,EXPERIMENT,M4-FUNG-0026:E007,85,quantitative,enzyme assay,S003,151,mapped
OBS_a543c3377827,M4-FUNG-0026,M4-FUNG-0026:E007,measurement,EXPERIMENT,M4-FUNG-0026:E007,15,quantitative,enzyme assay,S003,152,mapped
OBS_613c4c35931c,M4-FUNG-0027,M4-FUNG-0027:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0027:E001,establishes two discrete PKSs and the requirement for accessory LovC in correct LovB programming,qualitative_or_composite,endpoint,S003,136,unreviewed
OBS_4e79003cf616,M4-FUNG-0027,M4-FUNG-0027:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0027:E002,blocked intermediates localize nonaketide and side-chain pathway stages and support two-polyketide architecture,qualitative_or_composite,endpoint,S004,137,unreviewed
OBS_c68a3c6d74ea,M4-FUNG-0027,M4-FUNG-0027:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0027:E003,LovB synthesizes correct DML scaffold only with appropriate tailoring/cofactors; absence of LovC or SAM produces shunt products; partner specificity demonstrates gatekeeping,qualitative_or_composite,reaction endpoint,S005,138,unreviewed
OBS_d2e224cf3425,M4-FUNG-0027,M4-FUNG-0027:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0027:E004,LovA performs DML acid→monacolin L acid and monacolin L acid→monacolin J acid,qualitative_or_composite,endpoint,S006,139,unreviewed
OBS_512492ea20fc,M4-FUNG-0027,M4-FUNG-0027:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0027:E005,LovG is required for efficient DML release and improves LovB turnover,qualitative_or_composite,endpoint,S007,140,unreviewed
OBS_94f2d0fb0005,M4-FUNG-0027,M4-FUNG-0027:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0027:E006,LovD strongly prefers the LovF-tethered acyl donor and produces lovastatin from monacolin J,qualitative_or_composite,endpoint,S008,141,unreviewed
OBS_2572450303a5,M4-FUNG-0027,M4-FUNG-0027:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0027:E007,glutamate/histidine support highest output; lovastatin onset occurs when carbon assimilation becomes limiting,qualitative_or_composite,time course,S010,142,unreviewed
OBS_93d493cc894b,M4-FUNG-0027,M4-FUNG-0027:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0027:E008,lowering ROS suppresses lovE/lovF and lovastatin; H2O2 causes precocious expression/production,qualitative_or_composite,time course,S013,143,unreviewed
OBS_4b100ad66f6e,M4-FUNG-0027,M4-FUNG-0027:E001,measurement,EXPERIMENT,M4-FUNG-0027:E001,55428,quantitative,sequence,S001,147,mapped
OBS_58aebcfe0286,M4-FUNG-0027,M4-FUNG-0027:E001,measurement,EXPERIMENT,M4-FUNG-0027:E001,17,quantitative,sequence,S001,148,mapped
OBS_fd4ed5afbcd9,M4-FUNG-0027,M4-FUNG-0027:E003,measurement,EXPERIMENT,M4-FUNG-0027:E003,335,quantitative,protein,S005,149,mapped
OBS_a30598eea51e,M4-FUNG-0027,M4-FUNG-0027:E003,measurement,EXPERIMENT,M4-FUNG-0027:E003,8,quantitative,cell-free reconstitution,S005,150,mapped
OBS_5d7b9c4a5050,M4-FUNG-0027,M4-FUNG-0027:E003,measurement,EXPERIMENT,M4-FUNG-0027:E003,35,quantitative,mechanistic estimate,S005,151,mapped
OBS_7190b8a9bccf,M4-FUNG-0027,M4-FUNG-0027:E003,measurement,EXPERIMENT,M4-FUNG-0027:E003,2,quantitative,reaction,S005,152,mapped
OBS_e4716c1e01d1,M4-FUNG-0027,M4-FUNG-0027:E003,measurement,EXPERIMENT,M4-FUNG-0027:E003,2,quantitative,reaction,S005,153,mapped
OBS_c452b263c723,M4-FUNG-0027,M4-FUNG-0027:E007,measurement,EXPERIMENT,M4-FUNG-0027:E007,40,quantitative,fermentation,S010,154,mapped
OBS_a2fe0d490f2c,M4-FUNG-0027,M4-FUNG-0027:E007,measurement,EXPERIMENT,M4-FUNG-0027:E007,9.8,quantitative,fermentation,S010,155,mapped
OBS_c14e60a6176d,M4-FUNG-0027,M4-FUNG-0027:E007,measurement,EXPERIMENT,M4-FUNG-0027:E007,400,quantitative,fermentation,S010,156,mapped
OBS_c35320749613,M4-FUNG-0027,M4-FUNG-0027:E007,measurement,EXPERIMENT,M4-FUNG-0027:E007,1,quantitative,fermentation,S010,157,mapped
OBS_a5c205d1a7ab,M4-FUNG-0027,M4-FUNG-0027:E008,measurement,EXPERIMENT,M4-FUNG-0027:E008,100,quantitative,redox perturbation,S013,158,mapped
OBS_8aa11efdd796,M4-FUNG-0027,M4-FUNG-0027:E008,measurement,EXPERIMENT,M4-FUNG-0027:E008,53,quantitative,endpoint,S013,159,mapped
OBS_60f7e17e9a85,M4-FUNG-0027,M4-FUNG-0027:E008,measurement,EXPERIMENT,M4-FUNG-0027:E008,79,quantitative,endpoint,S013,160,mapped
OBS_128e2d1e90c5,M4-FUNG-0028,M4-FUNG-0028:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0028:E001,AF141925.1 is obsolete/replaced by AH007774; BGC0000089 currently carries no independent gene set,qualitative_or_composite,current,S002; S004,122,unreviewed
OBS_bc465589d685,M4-FUNG-0028,M4-FUNG-0028:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0028:E002,"historical two-accession representation comprises 17 genes, now present together in a single modern scaffold/full record",qualitative_or_composite,endpoint,S003,123,unreviewed
OBS_021c21ac00c9,M4-FUNG-0028,M4-FUNG-0028:E001,measurement,EXPERIMENT,M4-FUNG-0028:E001,0,quantitative,database,S004,131,mapped
OBS_757c4d1ed5cb,M4-FUNG-0028,M4-FUNG-0028:E002,measurement,EXPERIMENT,M4-FUNG-0028:E002,17,quantitative,genome comparison,S003,132,mapped
OBS_e427ca92af68,M4-FUNG-0028,M4-FUNG-0028:E002,measurement,EXPERIMENT,M4-FUNG-0028:E002,14,quantitative,genome comparison,S003,133,mapped
OBS_288872642bb1,M4-FUNG-0028,M4-FUNG-0028:E002,measurement,EXPERIMENT,M4-FUNG-0028:E002,3,quantitative,genome comparison,S003,134,mapped
OBS_fb4910eedacf,M4-FUNG-0029,M4-FUNG-0029:E001,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0029:E001,mokA disruptant fails to produce monacolin K; establishes core-PKS causality,qualitative_or_composite,endpoint,S003,125,unreviewed
OBS_47f8f9f8bcd0,M4-FUNG-0029,M4-FUNG-0029:E002,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0029:E002,"MK lost and monacolin J accumulates, assigning MokB to side-chain diketide synthesis",qualitative_or_composite,endpoint,S004,126,unreviewed
OBS_14dffba03308,M4-FUNG-0029,M4-FUNG-0029:E003,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0029:E003,T-mokH1 shows 1.7-fold higher MK and increased biosynthetic-gene transcription,qualitative_or_composite,time course,S005,127,unreviewed
OBS_ebdfed9e5ba9,M4-FUNG-0029,M4-FUNG-0029:E004,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0029:E004,"glutamate raises MK, biomass, mokB–mokI transcription, changes morphology/permeability and increases extracellular recovery",qualitative_or_composite,"days 2, 5, 8, 11",S006,128,unreviewed
OBS_f9ef09f70aab,M4-FUNG-0029,M4-FUNG-0029:E005,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0029:E005,shifted culture produces 34.5 µg/mL MK versus 2.11 µg/mL at constant 30°C despite lower biomass,qualitative_or_composite,21 d total,S007,129,unreviewed
OBS_0e26a5f3b551,M4-FUNG-0029,M4-FUNG-0029:E006,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0029:E006,Δmpclr4 increases MK 52.6%; Δmpdot1 yields only 43.5% of WT; Δmplig4 has little MK effect,qualitative_or_composite,fermentation endpoint,S010,130,unreviewed
OBS_e9a418863655,M4-FUNG-0029,M4-FUNG-0029:E007,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0029:E007,mokI overexpression increases MK 41.39% and remodels transport/metabolic networks,qualitative_or_composite,endpoint/time course,S008,131,unreviewed
OBS_5adf639a12a4,M4-FUNG-0029,M4-FUNG-0029:E008,experiment_outcome_raw,EXPERIMENT,M4-FUNG-0029:E008,ΔmokE produces no MK; complementation restores synthesis; overexpression increases MK 32.1%,qualitative_or_composite,endpoint,S009,132,unreviewed
OBS_27d089728cf9,M4-FUNG-0029,M4-FUNG-0029:E001,measurement,EXPERIMENT,M4-FUNG-0029:E001,45000,quantitative,sequence,S001,136,mapped
OBS_581285b23c14,M4-FUNG-0029,M4-FUNG-0029:E001,measurement,EXPERIMENT,M4-FUNG-0029:E001,42,quantitative,sequence region,S003,137,mapped
OBS_7dd86cc74b20,M4-FUNG-0029,M4-FUNG-0029:E001,measurement,EXPERIMENT,M4-FUNG-0029:E001,9,quantitative,cluster,S001; S003,138,mapped
OBS_19dc3714bde9,M4-FUNG-0029,M4-FUNG-0029:E003,measurement,EXPERIMENT,M4-FUNG-0029:E003,1.7,quantitative,time course,S005,139,mapped
OBS_fc3a26341efa,M4-FUNG-0029,M4-FUNG-0029:E004,measurement,EXPERIMENT,M4-FUNG-0029:E004,10,quantitative,treatment,S006,140,mapped
OBS_90a4de6714a9,M4-FUNG-0029,M4-FUNG-0029:E004,measurement,EXPERIMENT,M4-FUNG-0029:E004,215.4,quantitative,day 11,S006,141,mapped
OBS_51f76f2005ba,M4-FUNG-0029,M4-FUNG-0029:E004,measurement,EXPERIMENT,M4-FUNG-0029:E004,68.6,quantitative,day 8,S006,142,mapped
OBS_a417fd117fa6,M4-FUNG-0029,M4-FUNG-0029:E004,measurement,EXPERIMENT,M4-FUNG-0029:E004,63.5,quantitative,day 8,S006,143,mapped
OBS_c68321956a36,M4-FUNG-0029,M4-FUNG-0029:E004,measurement,EXPERIMENT,M4-FUNG-0029:E004,36.7,quantitative,day 5,S006,144,mapped
