relationship_key,dossier_id,relationship_id,subject_raw,predicate_raw,object_raw,relationship_text_raw,source_ids,note,source_row,normalization_status
M4-FUNG-0076:R003,M4-FUNG-0076,R003,PbP450-1 + PbP450-2,oxidatively tailor,aphidicolane scaffold to aphidicolin,,S004; S008,,143,mapped_triplet
M4-FUNG-0076:R004,M4-FUNG-0076,R004,ER localization of PbP450-1,enables,efficient aphidicolin pathway execution,,S005,,144,mapped_triplet
M4-FUNG-0077:R001,M4-FUNG-0077,R001,AusA cluster,supplies,DMOA-derived polyketide precursor module,,S003,,71,mapped_triplet
M4-FUNG-0077:R002,M4-FUNG-0077,R002,AusN-containing cluster,completes,prenylation/cyclization/tailoring to austinol and dehydroaustinol,,S003,,72,mapped_triplet
M4-FUNG-0130:R001,M4-FUNG-0130,R001,,,,BGC0001238 and BGC0001239 are separate MIBiG entries from the same defining study and encode the same three named biotin-biosynthesis functions on distinct GenBank accessions.,S001; S004,,31,unreviewed_text
M4-FUNG-0131:R001,M4-FUNG-0131,R001,,,,"Paired with BGC0001238: same organism label, same study, same three enzymatic functions, distinct GenBank accession.",S001; S004,,31,unreviewed_text
M4-FUNG-0147:R001,M4-FUNG-0147,R001,,,,Distinct neighboring hybrid PKS-NRPS locus produces fusaridione A; it must not be merged with the equisetin eqx locus.,S004,,34,unreviewed_text
M4-FUNG-0148:R001,M4-FUNG-0148,R001,,,,"Later work in Paxillus involutus demonstrates redundant atromentin synthetases, but that redundancy is comparative context and is not transferred as a T. panuoides-specific claim.",S004,,29,unreviewed_text
M4-FUNG-0149:R001,M4-FUNG-0149,R001,,,,"Closely related to the Glarea lozoyensis pks1 DHN-melanin record BGC0001258, but each record retains organism-specific experimental evidence.",S001; S004,,29,unreviewed_text
M4-FUNG-0150:R001,M4-FUNG-0150,R001,,,,"Homologous to Nodulisporium BGC0001257 pks1, but knockout evidence and boundaries are retained separately for each organism.",S001; S004,,30,unreviewed_text
M4-FUNG-0151:R001,M4-FUNG-0151,R001,,,,"Elsinochrome biosynthesis is mechanistically related to perylenequinone PKS pathways such as cercosporin, but organism-specific regulation and gene causality are retained separately.",S005,,32,unreviewed_text
M4-FUNG-0152:R001,M4-FUNG-0152,R001,,,,"The pathway shares a paspaline-derived indole-diterpene core with paxilline/lolitrem systems, but gene functions here are assigned from T. album-specific experiments.",S003,,32,unreviewed_text
M4-FUNG-0153:R001,M4-FUNG-0153,R001,,,,The toxin locus belongs to the broader host-selective-toxin accessory-genome programme in A. alternata; the MIBiG sequence is not assumed to capture every accessory-chromosome determinant.,S003,,30,unreviewed_text
M4-FUNG-0154:R001,M4-FUNG-0154,R001,,,,"AK-toxin, AM-toxin, ACT-toxin and ACR-toxin are distinct host-selective-toxin programmes in A. alternata pathotypes; evidence is not transferred among them.",S003; S004,,33,unreviewed_text
M4-FUNG-0155:R001,M4-FUNG-0155,R001,,,,C. purpurea uses combinatorial lysergyl peptide synthetase subunits to diversify simple ergoamides and ergopeptines.,S003,,31,unreviewed_text
M4-FUNG-0156:R001,M4-FUNG-0156,R001,,,,The same historical producer appears elsewhere in the Atlas for aphidicolin; loci and enzyme evidence remain pathway-specific and are not merged.,S002,,32,unreviewed_text
M4-FUNG-0157:R001,M4-FUNG-0157,R001,,,,"PKS1, THR1 and SCD1 form a coordinated DHN-melanin expression programme under near-UV exposure.",S003,,32,unreviewed_text
M4-FUNG-0158:R001,M4-FUNG-0158,R001,,,,"The proposed three-gene organization maps naturally onto PKS formation, oxidative ring coupling and methylation in the grayanic-acid pathway.",S003,,32,unreviewed_text
M4-FUNG-0159:R001,M4-FUNG-0159,R001,,,,The locus is evolutionarily related to the larger C. purpurea ergot-alkaloid clusters but yields a truncated clavine-only endpoint.,S003,,32,unreviewed_text
M4-FUNG-0160:R001,M4-FUNG-0160,R001,,,,"The 12,891-bp MIBiG display is narrower than the experimentally defined nine-gene fus1–fus9 programme; database and functional boundaries are retained separately.",S001; S004,,32,unreviewed_text
M4-FUNG-0161:R001,M4-FUNG-0161,R001,,,,The cluster is highly homologous and functionally comparable to the F. fujikuroi GA cluster but lacks two Fusarium border genes.,S003,,32,unreviewed_text
M4-FUNG-0162:R001,M4-FUNG-0162,R001,,,,Current MIBiG also contains active F. fujikuroi gibberellin record BGC0001604; BGC0001270 is therefore not treated as an independent active pathway count.,S001; S004,,32,unreviewed_text
M4-FUNG-0163:R001,M4-FUNG-0163,R001,,,,emodin and monodictyphenone are experimentally supported precursors to emericellin and related prenyl xanthones.,S003,,32,unreviewed_text
M4-FUNG-0164:R001,M4-FUNG-0164,R001,,,,"EfPKS1 is now associated with melanin biosynthesis, whereas EfETB1 is associated with the conserved elsinochrome cluster across Elsinoë species.",S005,,32,unreviewed_text
M4-FUNG-0165:R001,M4-FUNG-0165,R001,,,,6-MSA feeds aspyrone/diepoxide chemistry en route to asperlactone-family products according to knockout feeding experiments.,S003,,32,unreviewed_text
M4-FUNG-0166:R001,M4-FUNG-0166,R001,,,,"Later pathway work places lactonization by SBLE outside the original five-gene core, so lactonic product formation extends beyond the historical cluster representation.",S004,,32,unreviewed_text
M4-FUNG-0167:R001,M4-FUNG-0167,R001,,,,"Mechanistically comparable to the A. terreus 6-MSA synthase record BGC0001276, with independent validation in each species.",S003; S004,,35,unreviewed_text
M4-FUNG-0168:R001,M4-FUNG-0168,R001,,,,Independent 6-MSA synthase validation parallels G. lozoyensis pks2/BGC0001275 but is not transferred across species.,S003; S004,,35,unreviewed_text
M4-FUNG-0169:R001,M4-FUNG-0169,R001,,,,"Homologous core chemistry is shared with the F. sporotrichioides T-2 programme BGC0001278, but late branch tailoring differs.",S003; S004,,32,unreviewed_text
M4-FUNG-0170:R001,M4-FUNG-0170,R001,,,,"Core homologs are shared with F. graminearum BGC0001277, while Tri1/Tri16-dependent C-8 tailoring defines the T-2 branch.",S003; S004,,32,unreviewed_text
M4-FUNG-0171:R001,M4-FUNG-0171,R001,,,,A modern P. roridum tri18 knockout study extends species-level pathway biology but is not direct evidence for AF009418.1.,S004,,32,unreviewed_text
M4-FUNG-0172:R001,M4-FUNG-0172,R001,,,,Historical Phoma naming is retained alongside current Neocamarosporium taxonomic provenance.,S002,,32,unreviewed_text
M4-FUNG-0173:R001,M4-FUNG-0173,R001,,,,UA is distinct from the separate mannosylerythritol-lipid biosynthetic cluster of U. maydis.,S003; S004,,32,unreviewed_text
M4-FUNG-0174:R001,M4-FUNG-0174,R001,,,,"Lolitriol belongs to the broader indole-diterpene/lolitrem chemistry, while KC990457 belongs to a loline-cluster accession set.",S003; S004,,32,unreviewed_text
M4-FUNG-0175:R001,M4-FUNG-0175,R001,,,,SnPKS19 is phylogenetically distinguishable from closely related norlichexanthone synthases despite similar architecture.,S003,,31,unreviewed_text
M4-FUNG-0176:R001,M4-FUNG-0176,R001,,,,This trans-aconitate route differs mechanistically from the cis-aconitate decarboxylation route known in Aspergillus terreus and mammalian cells.,S003,,32,unreviewed_text
M4-FUNG-0177:R001,M4-FUNG-0177,R001,,,,The pathway couples a separate iterative HR-PKS to a modular NRPS through dedicated CoA-ligase/acyltransferase handling rather than a fused PKS-NRPS enzyme.,S003,,32,unreviewed_text
M4-FUNG-0178:R001,M4-FUNG-0178,R001,,,,This locus exemplifies developmental and global-regulatory gating: veA state and sclerotial differentiation govern pathway access.,S003,,32,unreviewed_text
M4-FUNG-0179:R001,M4-FUNG-0179,R001,,,,The locus is a useful cryptic-pathway case where metabolite discovery resolves product identity before every neighboring enzymatic step is known.,S003,,32,unreviewed_text
M4-FUNG-0180:R001,M4-FUNG-0180,R001,,,,Asperipin-2a belongs to the broader ustY-associated class of ribosomally synthesized cyclic fungal peptides identified across Aspergilli.,S003,,32,unreviewed_text
M4-FUNG-0181:R001,M4-FUNG-0181,R001,,,,The proposed route matches expected usnic-acid chemistry: a methylated nonreducing-PKS precursor followed by oxidative dimerization.,S003,,32,unreviewed_text
M4-FUNG-0182:R001,M4-FUNG-0182,R001,,,,This pathway provides a high-confidence reference for DMOA-like fungal nrPKS chemistry followed by oxidative tailoring.,S003,,32,unreviewed_text
M4-FUNG-0183:R001,M4-FUNG-0183,R001,,,,Two iterative PKSs supply chemically distinct fragments that converge with dedicated citrate-processing/tailoring chemistry and final acylation.,S001; S003,,32,unreviewed_text
M4-FUNG-0184:R001,M4-FUNG-0184,R001,,,,The pathway jointly produces nonadride and heptadride products from a common maleic-anhydride-derived monomer and alternative cyclization outcomes.,S003; S004,,32,unreviewed_text
M4-FUNG-0185:R001,M4-FUNG-0185,R001,,,,"The locus integrates peptide assembly with specialized nonproteinogenic-residue/side-chain supply, making precursor competence a likely pathway gate.",S001; S003,,32,unreviewed_text
M4-FUNG-0186:R001,M4-FUNG-0186,R001,,,,The experimentally defined seven-gene cluster is nested inside a broader current MIBiG display interval; evidence-locus and display-locus boundaries are therefore tracked separately.,S001; S003,,32,unreviewed_text
M4-FUNG-0187:R001,M4-FUNG-0187,R001,,,,"The MIBiG clapurine annotation is tied to an ETP-like locus, but the defining study distinguishes native pathway arrest from engineered SirC-rescued chemistry.",S001; S003,,33,unreviewed_text
M4-FUNG-0188:R001,M4-FUNG-0188,R001,,,,The A. nidulans cluster provides the reference architecture that showed the previously separated Ecd/Hty regions in A. pachycristatus were consistent with misassembly rather than true split-cluster biology.,S003,,29,unreviewed_text
M4-FUNG-0189:R001,M4-FUNG-0189,R001,,,,Yaequinolone C is positioned as an immediate precursor to penigequinolone A after completion and oxidation of the elongated prenyl unit.,S003,,31,unreviewed_text
M4-FUNG-0190:R001,M4-FUNG-0190,R001,,,,The 2022 SdnG result resolves the Diels–Alder-type ring-forming step that the 2016 genome-mining paper had only proposed.,S003; S004,,32,unreviewed_text
M4-FUNG-0191:R001,M4-FUNG-0191,R001,,,,The biologically functional penitrem programme spans two physical gene clusters even though MIBiG represents the record under one accession.,S001; S003,,32,unreviewed_text
M4-FUNG-0192:R001,M4-FUNG-0192,R001,,,,"This retired accession represents the same maleidride programme family already captured by the active Byssochlamys record curated at M4-FUNG-0184; retain for provenance, not independent pathway counting.",S001; S003,,31,unreviewed_text
M4-FUNG-0193:R001,M4-FUNG-0193,R001,,,,LL-Z1272β serves as a biosynthetic branching intermediate for multiple downstream fungal meroterpenoid families.,S003,,31,unreviewed_text
M4-FUNG-0194:R001,M4-FUNG-0194,R001,,,,The 2021 knockout study refines the broader 2016 fungal-dikaritin model by assigning three distinct UstYa homologues to dehydroamino-acid formation.,S003; S004,,32,unreviewed_text
M4-FUNG-0195:R001,M4-FUNG-0195,R001,,,,The resistance gene serves both as a genome-mining clue and as experimentally validated evidence of pathway-product target engagement.,S003,,31,unreviewed_text
M4-FUNG-0196:R001,M4-FUNG-0196,R001,,,,"Citreoviridin shares the reduced-polyketide alpha-pyrone polyene architecture with aurovertin-, verrucosidin- and asteltoxin-type metabolites, but orthologous pathway evidence is not transferred as strain-specific causality.",S003,,31,unreviewed_text
M4-FUNG-0197:R001,M4-FUNG-0197,R001,,,,BGC0001401 is retained only as historical provenance and must not be counted as a current active complete cluster.,S001,,33,unreviewed_text
M4-FUNG-0198:R001,M4-FUNG-0198,R001,,,,The separate endocrocin cluster encA/encC overlaps chemically with tpc through endocrocin production but is not a second trypacidin cluster.,S003,,33,unreviewed_text
M4-FUNG-0199:R001,M4-FUNG-0199,R001,,,,"The record is a useful strain-improvement reversal case: industrial selection removed pigment production through a pathway mutation, and targeted repair restored secondary metabolism.",S003,,33,unreviewed_text
M4-FUNG-0200:R001,M4-FUNG-0200,R001,,,,Chaetoviridin and chaetomugilin congeners share the same caz biosynthetic programme; individual congeners reflect downstream tailoring rather than independent clusters.,S003; S004,,33,unreviewed_text
M4-FUNG-0201:R001,M4-FUNG-0201,R001,,,,Leporin C is a dehydroxy precursor detected during LepE activation; leporin B is the named MIBiG endpoint and forms the iron-associated bioactive complex.,S003,,33,unreviewed_text
M4-FUNG-0202:R001,M4-FUNG-0202,R001,,,,Asparasone A and related 316/340/374-Da anthraquinones are co-lost in Δpks27 and belong to one sclerotial pigment programme.,S004,,33,unreviewed_text
M4-FUNG-0203:R001,M4-FUNG-0203,R001,,,,Acremonium sp. KY4917 is historical producing-strain provenance; Myceliophthora/Thermothelomyces is the genetically tractable pathway-activation context represented by this record.,S002; S003,,33,unreviewed_text
M4-FUNG-0204:R001,M4-FUNG-0204,R001,,,,Later active MIBiG macrophorin locus BGC0002615 is related pathway evidence but is not substituted for retired BGC0001450.,S004,,33,unreviewed_text
M4-FUNG-0205:R001,M4-FUNG-0205,R001,,,,5-aminopentanoic acid is the directly selected amine substrate for the noncanonical C-domain-mediated release step.,S003,,33,unreviewed_text
M4-FUNG-0206:R001,M4-FUNG-0206,R001,,,,The physically linked resistance gene AstD was used as a pathway-discovery signal and mechanistically connects BGC architecture to the metabolite’s herbicidal target.,S003,,33,unreviewed_text
M4-FUNG-0207:R001,M4-FUNG-0207,R001,,,,Member of the F. fujikuroi sesquiterpene-synthase set dissected in the same study.,S003,,32,unreviewed_text
M4-FUNG-0208:R001,M4-FUNG-0208,R001,,,,Candidate genes show homology to terrein-related fungal biosynthetic genes; orthology is not treated as direct C. uncialis enzymology.,S003,,32,unreviewed_text
M4-FUNG-0209:R001,M4-FUNG-0209,R001,,,,"The P. roqueforti locus is homologous to the andrastin pathway of Penicillium chrysogenum/P. rubens, with an adrB-like pseudogene difference.",S003,,32,unreviewed_text
M4-FUNG-0210:R001,M4-FUNG-0210,R001,,,,The pathway couples a modular NRPS to a dedicated fungal FAS system that supplies the unusual fatty-acyl component.,S003,,32,unreviewed_text
M4-FUNG-0211:R001,M4-FUNG-0211,R001,,,,Aspergillic acid and related hydroxamates form iron complexes such as ferriaspergillin; this chemical relationship is distinguished from unproven regulatory relationships to other A. flavus metabolites.,S003,,32,unreviewed_text
M4-FUNG-0212:R001,M4-FUNG-0212,R001,,,,The A. terreus BGC0001517 locus is homologous to the experimentally validated P. brevicompactum asperphenamate pathway; orthology is explicitly not treated as strain-specific causality.,S001; S003,,32,unreviewed_text
M4-FUNG-0213:R001,M4-FUNG-0213,R001,,,,"The pathway joins a sesquiterpene-derived drimane alcohol to aryl-acid components through AstA, linking terpene and NRPS-like chemistry in one cluster.",S003,,32,unreviewed_text
M4-FUNG-0214:R001,M4-FUNG-0214,R001,,,,The basidioferrin synthetase system is conserved across diverse Basidiomycota; conservation is encoded as a phylogenetic relationship rather than transferred direct evidence.,S003,,32,unreviewed_text
M4-FUNG-0215:R001,M4-FUNG-0215,R001,,,,Homologous sesterterpene clusters in the historical P. betae/N. betae system and Colletotrichum orbiculare share scaffold logic but differ in oxidative enzyme complements and product profiles.,S003,,32,unreviewed_text
M4-FUNG-0216:R001,M4-FUNG-0216,R001,,,,"Comparative phylogenomics identifies homologous perylenequinone clusters in other fungi, including a functional cercosporin programme in Colletotrichum; comparative relationships are not substituted for C. beticola genetics.",S003,,32,unreviewed_text
M4-FUNG-0217:R001,M4-FUNG-0217,R001,,,,C. zeina and C. zeae-maydis share homologous CTB pathway architecture; donor-allele complementation establishes functional relatedness but is not transferred as direct evidence for the defective native C. zeina CTB7 allele.,S003,,32,unreviewed_text
M4-FUNG-0218:R001,M4-FUNG-0218,R001,,,,"A putative homologous chlorflavonin cluster was also identified in A. candidus; this is comparative support, not direct A. campestris enzyme validation.",S003,,32,unreviewed_text
M4-FUNG-0219:R001,M4-FUNG-0219,R001,,,,"The P. chrysogenum chy cluster is an orthologous, more deeply resolved chrysogine pathway used only for comparative mechanism.",S004,,32,unreviewed_text
M4-FUNG-0220:R001,M4-FUNG-0220,R001,,,,Citreohybridonol biosynthesis is a diversification branch of andrastin-like meroterpenoid chemistry.,S003,,32,unreviewed_text
M4-FUNG-0221:R001,M4-FUNG-0221,R001,,,,BGC0001557 duplicates BGC0001436; pathway interpretation belongs to the active record while this dossier preserves historical provenance.,S001,,32,unreviewed_text
M4-FUNG-0222:R001,M4-FUNG-0222,R001,,,,The same study linked curvupallide and spirostaphylotrichin chemistry and used the strategy also to resolve a short-chain pyranonigrin pathway in Aspergillus niger.,S003,,32,unreviewed_text
M4-FUNG-0223:R001,M4-FUNG-0223,R001,,,,The CsC and CsA clusters are highly syntenic; the principal peptide-core difference is associated with substrate specificity in the sixth NRPS module.,S003,,32,unreviewed_text
M4-FUNG-0224:R001,M4-FUNG-0224,R001,,,,Demethoxyviridin belongs to the wortmannin/viridin furanosteroid family and exposes an unusual fungal route for steroid side-chain cleavage.,S003,,32,unreviewed_text
M4-FUNG-0225:R001,M4-FUNG-0225,R001,,,,DHLA and lysergic-acid pathways diverge at substrate specificity of homologous CloA enzymes.,S003,,32,unreviewed_text
M4-FUNG-0226:R001,M4-FUNG-0226,R001,,,,The functional duclauxin programme is distributed across dux1 and dux2 rather than a single contiguous genetic unit.,S003,,32,unreviewed_text
M4-FUNG-0227:R001,M4-FUNG-0227,R001,,,,BGC0001585 is homologous to other epipolythiodioxopiperazine pathways including chaetocin and verticillin; later Escovopsis genomics finds related BGC families across multiple lineages.,S001; S004,,32,unreviewed_text
M4-FUNG-0228:R001,M4-FUNG-0228,R001,,,,Fusarielin H belongs to the fusarielin F/G/H congener pathway; congener bioactivities do not establish separate BGCs.,S003; S004,,32,unreviewed_text
M4-FUNG-0229:R001,M4-FUNG-0229,R001,,,,"Homologous GA clusters occur across the F. fujikuroi species complex, but pathway presence and productive expression are separable properties.",S004,,32,unreviewed_text
M4-FUNG-0230:R001,M4-FUNG-0230,R001,,,,Gibepyrones B/D are pathway-derived congeners formed by extracluster P450 activity; E/F are spontaneous oxidation products.,S003,,32,unreviewed_text
M4-FUNG-0231:R001,M4-FUNG-0231,R001,,,,"The gliovirin cluster is related to ETP biosynthetic programmes, but homologous pathway architecture is not substituted for T. virens direct evidence.",S003,,32,unreviewed_text
M4-FUNG-0232:R001,M4-FUNG-0232,R001,,,,"The TRI organization is comparable to T. arundinaceum and T. brevicompactum, but those orthologous pathways produce different trichothecenes.",S003,,32,unreviewed_text
M4-FUNG-0233:R001,M4-FUNG-0233,R001,,,,Himeic acids B and C are related congeners but have much weaker E1 inhibition than himeic acid A in the original bioassay.,S004,,32,unreviewed_text
M4-FUNG-0234:R001,M4-FUNG-0234,R001,,,,Hirsutene is a sesquiterpene scaffold that can be further oxidatively decorated in basidiomycetes; those downstream pathways are not assumed identical across species.,S003,,32,unreviewed_text
M4-FUNG-0235:R001,M4-FUNG-0235,R001,,,,Ralstonins are bacterial signals that suppress the fungal imq programme; they are not products of the fungal BGC.,S003,,32,unreviewed_text
M4-FUNG-0236:R001,M4-FUNG-0236,R001,,,,Iso-A82775C and pestheic acid are proposed biosynthetic precursors to chloropupukeananin; perturbing iacE also redirects chemistry to chloropestolide congeners.,S003; S006,,32,unreviewed_text
M4-FUNG-0237:R001,M4-FUNG-0237,R001,,,,"S. longispora FG216 provides genus-level comparative evidence that amino-compound supply can diversify isoindolinone chemistry, but it is not the record organism.",S003,,32,unreviewed_text
M4-FUNG-0238:R001,M4-FUNG-0238,R001,,,,LC371755.1 → KK-1 association; mechanistic gene-to-product chain remains incompletely resolved.,,,26,unreviewed_text
M4-FUNG-0239:R001,M4-FUNG-0239,R001,,,,terpene synthase activity → koraiol scaffold,,,25,unreviewed_text
M4-FUNG-0240:R001,M4-FUNG-0240,R001,,,,candidate terpene locus → mangicol A family chemistry,,,25,unreviewed_text
M4-FUNG-0241:R001,M4-FUNG-0241,R001,,,,MicA one-gene chemistry → microperfuranone; neighboring mic genes/P450 context → expanded oxidized product chemistry,,,31,unreviewed_text
M4-FUNG-0242:R001,M4-FUNG-0242,R001,,,,mpaC scaffold synthesis + mpaA/DE/G/H/B tailoring + mpaF resistance → mycophenolic acid programme,,,31,unreviewed_text
M4-FUNG-0243:R001,M4-FUNG-0243,R001,,,,IvoA → N-acetyltryptophan; IvoA+IvoC → N-acetyl-6-hydroxytryptophan; IvoB acts downstream in pigment formation,,,31,unreviewed_text
M4-FUNG-0244:R001,M4-FUNG-0244,R001,,,,NecA/NecB/NecC sequential chemistry → nectrisine,,,31,unreviewed_text
M4-FUNG-0245:R001,M4-FUNG-0245,R001,,,,historical BGC0001697 → neurosporin A model; current pks-6/srd locus → sordarial / BGC0002729,,,31,unreviewed_text
